Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Tina Turner: One Last Time Live in Concert,tt0286227,2000 Video,"Documentary, Music, Musical","Director:, David Mallet, | ,     Stars:, Tina Turner, , Ivona Brnelic, , Clare Louise Turton, , Solange Guenier","Compilation of Tina Turner's two final concerts at Wembley Stadium, recorded during her 'Twenty Four Seven' tour, and featuring classic hits, cover versions and new songs.",8.7,120 min,Not Rated,245,
Swing Time,tt0028333,1936,"Comedy, Musical, Romance","Director:, George Stevens, | ,     Stars:, Fred Astaire, , Ginger Rogers, , Victor Moore, , Helen Broderick","Roguish gambler/dancer ""Lucky"" Garnett is challenged by his fiance's father to come up with $25,000 to prove he's worthy of her hand. But after he falls in love with a dance instructor, Lucky'll do anything to keep from earning the bucks.",7.5,103 min,Passed,14185,
Winnie the Pooh and the Honey Tree,tt0061199,1966,"Animation, Short, Comedy","Director:, Wolfgang Reitherman, | ,     Stars:, Sterling Holloway, , Junius Matthews, , Ralph Wright, , Barbara Luddy",Christopher Robin's bear attempts to raid a beehive in a tall tree.,8.0,25 min,G,4534,
London Road,tt3573598,2015,"Crime, Drama, Musical","Director:, Rufus Norris, | ,     Stars:, Olivia Colman, , Clare Burt, , Rosalie Craig, , Anita Dobson","When five prostitutes are found dead in their community, residents of London Road in Ipswich, Suffolk come together to process the events and revitalize the community.",5.3,91 min,TV-14,2112,
Porgy and Bess,tt0053182,1959,"Drama, Musical, Romance","Directors:, Otto Preminger, , Rouben Mamoulian, | ,     Stars:, Sidney Poitier, , Dorothy Dandridge, , Sammy Davis Jr., , Pearl Bailey",A woman whose past is scorned by nearly everyone around her meets a man who'd love her regardlessly- if only everyone else would allow them to.,7.0,138 min,Not Rated,1830,
Love's Labour's Lost,tt0182295,2000,"Romance, Comedy, Musical","Director:, Kenneth Branagh, | ,     Stars:, Alessandro Nivola, , Alicia Silverstone, , Natascha McElhone, , Kenneth Branagh","An update of the classic Shakespeare story, director Kenneth Branagh shot the film like a classic 1930s musical. It tells the story of four best friends who swear off love.",5.9,93 min,PG,4767,"284,291"
Gypsy,tt0107065,1993 TV Movie,"Biography, Comedy, Drama","Director:, Emile Ardolino, | ,     Stars:, Bette Midler, , Peter Riegert, , Cynthia Gibb, , Edward Asner","Based on the autobiography of Gypsy Rose Lee, this made-for-TV movie-previously a Broadway smash and a 1962 film-depicts the life and times of a stripper and her domineering mother.",7.1,153 min,Not Rated,2008,
David Byrne's American Utopia,tt11874226,2020,"Documentary, Music, Musical","Director:, Spike Lee, | ,     Stars:, David Byrne, , Jacqueline Acevedo, , Gustavo Di Dalva, , Daniel Freedman","Spike Lee documents the former Talking Heads frontman's brilliant, timely 2019 Broadway show, based on his recent album and tour of the same name.",8.2,105 min,TV-14,4903,
Don't Hug Me I'm Scared,tt2501618,2011 Video,"Animation, Short, Comedy","Directors:, Joseph Pelling, , Becky Sloan, | ,     Stars:, Joseph Pelling, , Becky Sloan, , Baker Terry","Three puppets known as Red Guy, Yellow Guy and Duck learn about creativity from a talking sketchbook.",8.2,3 min,16+,4668,
Loving You,tt0050659,1957,"Drama, Music, Musical","Director:, Hal Kanter, | ,     Stars:, Elvis Presley, , Lizabeth Scott, , Wendell Corey, , James Gleason",A musician and a publicist help a delivery man achieve stardom.,6.5,101 min,Approved,2387,
The Lion Guard: Return of the Roar,tt4938602,2015 TV Movie,"Animation, Adventure, Comedy","Director:, Howy Parkins, | ,     Stars:, James Earl Jones, , Rob Lowe, , Gabrielle Union, , Ernie Sabella","Set in the African Savanna, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of ...                See full summary »",5.6,44 min,,1590,
Debbie Does Dallas: The Musical,tt12710894,2002,"Comedy, Musical","Directors:, Robert A. Mitchell, , Eli Newsom, , Brandy Joe Plambeck, , Peter Ross, | ,     Stars:, Lisa Adam, , Maggie Alger, , Rachel Banks, , Beth Biggerstaff","The rags-to-riches story of small-town all-American sweetheart Debbie Benton working to become a Texas Cowgirl Cheerleader. To afford the bus fare standing between her and that dream, she ...                See full summary »",7.8,90 min,,22,
The Ghost in the Invisible Bikini,tt0060457,1966,"Comedy, Horror, Musical","Director:, Don Weis, | ,     Stars:, Tommy Kirk, , Deborah Walley, , Aron Kincaid, , Quinn O'Hara","A corpse has 24 hours to mastermind a good deed without leaving his crypt, to go ""up there"" and have his youth restored.",4.5,82 min,Unrated,1280,
Cinderfella,tt0053716,1960,"Comedy, Family, Fantasy","Director:, Frank Tashlin, | ,     Stars:, Jerry Lewis, , Ed Wynn, , Judith Anderson, , Henry Silva","A gender-swapped retelling of Charles Perrault's classic, where Cinderfella is visited by a fairy godfather to help him escape from his wicked stepmother and stepbrothers.",5.9,91 min,Not Rated,3645,"4,700,000"
The Nutcracker: The Untold Story,tt1041804,2010,"Action, Family, Fantasy","Director:, Andrey Konchalovskiy, | ,     Stars:, Richard Philipps, , Fernanda Dorogi, , Kriszta Dorogi, , Dániel Mogács","In 1920s Vienna, a young girl receives a magical doll on Christmas Eve.",4.1,110 min,PG,4026,"195,459"
Into the Woods,tt2191715,2011,"Comedy, Musical","Director:, Robert Delamere, | ,     Stars:, Marc Antolin, , Valda Aviks, , Billy Boyle, , Gaye Brown","Into the Woods is a musical with music and lyrics by Stephen Sondheim and book by James Lapine. The musical intertwines the plots of several Brothers Grimm and Charles Perrault fairy tales,...                See full summary »",7.9,153 min,Not Rated,121,
Fursat,tt26446979,2023,"Short, Musical, Romance","Director:, Vishal Bhardwaj, | ,     Stars:, Wamiqa Gabbi, , Salman Yusuff Khan, , Ishaan Khattar","A young man unearths an ancient relic that lets him peek into the future. In his obsession to control what lies ahead, he risks losing all that matters most in the present.",5.1,30 min,,689,
Idlewild,tt0417225,2006,"Crime, Drama, Musical","Director:, Bryan Barber, | ,     Stars:, André 3000, , Big Boi, , Terrence Howard, , Paula Patton","At a sexy, sizzling nightclub, pianist Percival lives life by the rules, while Rooster, the club's flashy lead performer, struts his stuff on the stage. But all changes when greed, fame and murder threaten to destroy them and the joint.",6.1,121 min,R,5645,"12,549,485"
TrollsTopia,tt11714932,2020–2022,"Animation, Short, Adventure","Stars:, Amanda Leighton, , Megan Hilty, , Sean T. Krishnan, , Lauren C. Mayhew","Join Poppy and other enchanting characters as they live together in harmony from DreamWorks Animation's hit film, Trolls World Tour (2020).",6.3,11 min,TV-Y7,169,
Melody Time,tt0040580,1948,"Animation, Comedy, Family","Directors:, Clyde Geronimi, , Wilfred Jackson, , Jack Kinney, , Hamilton Luske, | ,     Stars:, Roy Rogers, , Trigger, , Dennis Day, , Laverne Andrews",An anthology of animated vignettes set to contemporary music.,6.2,75 min,Approved,6515,
Scrooge,tt0066344,1970,"Drama, Family, Fantasy","Director:, Ronald Neame, | ,     Stars:, Albert Finney, , Alec Guinness, , Edith Evans, , Kenneth More","A musical retelling of Charles Dickens' classic novel about an old bitter miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.",7.5,113 min,G,11749,"3,698,009"
March of the Wooden Soldiers,tt0024852,1934,"Comedy, Family, Fantasy","Directors:, Gus Meins, , Charley Rogers, | ,     Stars:, Stan Laurel, , Oliver Hardy, , Virginia Karns, , Charlotte Henry","Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",7.1,77 min,Passed,7214,
Tom and Jerry: Willy Wonka and the Chocolate Factory,tt6803390,2017 Video,"Animation, Adventure, Comedy","Director:, Spike Brandt, | ,     Stars:, JP Karliak, , Jess Harnell, , Lincoln Melcher, , Mick Wingert",The classic Roald Dahl tale gets a modern twist when Tom and Jerry enter the amazing world of Willy Wonka's Chocolate Factory.,4.8,79 min,Not Rated,1278,
Strawberry Shortcake,tt1190823,2003–2008,"Animation, Family, Musical","Stars:, Rachel Ware, , Samantha Triba, , Sarah Heinke, , Laura Grimm","A girl named Strawberry Shortcake, along with her cat Custard and dog Pupcake, has adventures in friendship in Strawberryland.",5.3,30 min,TV-Y,450,
"Michael Bolton's Big, Sexy Valentine's Day Special",tt6343706,2017 TV Special,"Comedy, Music, Musical","Directors:, Scott Aukerman, , Akiva Schaffer, | ,     Stars:, Michael Bolton, , Sarah Shahi, , Adam Scott, , Matthew Kimbrough","After Santa tells Michael Bolton that he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a sexy telethon to get the world to start making love.",6.8,54 min,TV-MA,2217,
The Return of Captain Invincible,tt0086189,1983,"Comedy, Fantasy, Musical","Director:, Philippe Mora, | ,     Stars:, Alan Arkin, , Christopher Lee, , Kate Fitzpatrick, , Bill Hunter","In World War II, Captain Invincible used his superpowers against the Nazis, and he was a hero. But when they accused him of supporting the Communists, he retired to Australia. Now, after a ...                See full summary »",5.5,90 min,PG,891,
Absolute Beginners,tt0090585,1986,"Drama, Musical, Romance","Director:, Julien Temple, | ,     Stars:, Patsy Kensit, , Eddie O'Connell, , David Bowie, , James Fox","In London in 1958, a young photographer seeks media stardom to keep the love of a beautiful, aspiring fashion designer.",5.6,108 min,PG-13,3574,"930,211"
Rehnaa Hai Terre Dil Mein,tt0299108,2001,"Comedy, Drama, Musical","Director:, Gautham Vasudev Menon, | ,     Stars:, Madhavan, , Saif Ali Khan, , Dia Mirza, , Vrajesh Hirjee","Maddy impersonates Rajeev, the person his love interest, Reena, is about to marry and attempts to woo her. However, he is unprepared for the moment when the truth will be revealed.",7.6,160 min,Not Rated,8710,
Frosty the Snowman,tt0064349,1969 TV Short,"Animation, Short, Comedy","Directors:, Jules Bass, , Arthur Rankin Jr., | ,     Stars:, Jackie Vernon, , Billy De Wolfe, , Jimmy Durante, , Paul Frees",A living snowman and a little girl struggle to elude a greedy magician who is after the snowman's magic hat.,7.3,25 min,TV-G,20022,
Soundtrack,tt7913450,2019,"Drama, Musical","Stars:, Paul James, , Callie Hernandez, , Marianne Jean-Baptiste, , Jenna Dewan",Music connects the lives of random people living in Los Angeles.,6.8,56 min,TV-MA,2189,
The Music Man,tt0293437,2003 TV Movie,"Comedy, Family, Musical","Director:, Jeff Bleckner, | ,     Stars:, Matthew Broderick, , Kristin Chenoweth, , Victor Garber, , Debra Monk","A masterful con artist tries to bilk a staid Midwestern community, with unexpected results, in this contemporary rethinking of the legendary Broadway musical and lively 1962 film, updated ...                See full summary »",6.1,150 min,TV-G,2120,
Killer Rack,tt3369624,2015,"Comedy, Horror, Musical","Director:, Gregory Lamberson, | ,     Stars:, Jessica Zwolak, , Debbie Rochon, , Paul McGinnis, , Michael Thurber","Comedy about a woman suffering from low self esteem who gets breast enhancement surgery, unaware that her surgeon worships H.P. Lovecraft's elder gods, and the surgery is part of a diabolical plot to rule the world.",4.4,90 min,TV-MA,348,
Rocky Horror Show Live,tt5061126,2015,"Comedy, Horror, Musical","Director:, Christopher Luscombe, | ,     Stars:, Jayde Westaby, , Haley Flaherty, , Ben Forster, , Stephen Fry","A live stage production of the musical, filmed at the Playhouse Theatre in London, commemorating the 40th anniversary of the release of The Rocky Horror Picture Show (1975).",8.1,106 min,,789,
Girltrash: All Night Long,tt1555440,2014,"Comedy, Crime, Drama","Director:, Alexandra Kondracke, | ,     Stars:, Lisa Rieffel, , Erin Kelly, , Michelle Lombardo, , Johnny Dunn","The story of five girls and one epic night. The girls will find love, lust, girl-fights, rock and roll, and a whole lot of stoned sorority girls.",6.2,86 min,Not Rated,1413,
Joanna,tt0063157,1968,"Comedy, Drama, Musical","Director:, Michael Sarne, | ,     Stars:, Geneviève Waïte, , Christian Doermer, , Calvin Lockhart, , Donald Sutherland",A provincial girl is entangled in the mod morality of London.,5.7,108 min,R,468,
Atrangi Re,tt9766332,2021,"Comedy, Drama, Fantasy","Director:, Aanand L. Rai, | ,     Stars:, Dhanush, , Sara Ali Khan, , Akshay Kumar, , Seema Biswas","A Tamil boy meets a girl from Bihar, what follows is a love story for the ages. A non-linear narrative of two romances running in parallel from different timelines.",6.5,138 min,,27080,
Matilda the Musical,tt21302790,2022,"Drama, Family, Musical","Director:, Maggie Anderson, | ,     Stars:, Luli Mitchell, , Alex Keiper, , Zach Tallman, , Anna Bailey","While other parents adore their newborn children, Mrs Wormwood is distraught to learn she is pregnant and in labor. To Mr Wormwood's confusion, she gives birth to a girl, Matilda. Despite ...                See full summary »",6.8,,,221,
The Boy Friend,tt0066858,1971,"Comedy, Musical, Romance","Director:, Ken Russell, | ,     Stars:, Twiggy, , Christopher Gable, , Max Adrian, , Bryan Pringle","When the leading lady of a low-budget musical revue sprains her ankle, the assistant stage manager is forced to understudy and perform in her place, becoming a star and finding love in the process.",6.8,137 min,G,3323,
Three Little Pigs,tt0024660,1933,"Animation, Short, Comedy","Director:, Burt Gillett, | ,     Stars:, Billy Bletcher, , Pinto Colvig, , Dorothy Compton, , Mary Moder","The Three Little Pigs each build a house of different material. The Big Bad Wolf comes along and blows away the straw and stick homes, but is unable to destroy the house of bricks.",7.5,9 min,Passed,6302,"250,000"
Olaf Presents,tt15475608,2021,"Animation, Short, Comedy","Stars:, Josh Gad, , Paul Briggs","Frozen's snowman, Olaf, tells classic Disney tales.",7.3,4 min,TV-PG,3416,
Pal Joey,tt0050815,1957,"Drama, Musical, Romance","Director:, George Sidney, | ,     Stars:, Rita Hayworth, , Frank Sinatra, , Kim Novak, , Barbara Nichols","Joey Evans' a charming, handsome, funny, talented a-1st class, A-N°.1 - heel. When Joey meets the former chorus girl and now is the rich widow, Vera Simpson, the pair of lecherous souls seem made for each other.",6.6,111 min,Approved,5623,
Till the Clouds Roll By,tt0039035,1946,"Biography, Musical","Directors:, Richard Whorf, , Vincente Minnelli, , George Sidney, | ,     Stars:, Robert Walker, , Van Heflin, , Lucille Bremer, , June Allyson","Biography of songwriter and Broadway pioneer, Jerome Kern (Robert Walker). Unable to find immediate success in the U.S., Kern sought recognition abroad. He journeyed to England where his dreams of success became real and where he met his future wife Eva Leale (Dorothy Patrick).",6.3,132 min,Passed,2561,"6,724,000"
Roberta,tt0026942,1935,"Comedy, Musical, Romance","Director:, William A. Seiter, | ,     Stars:, Irene Dunne, , Fred Astaire, , Ginger Rogers, , Randolph Scott",An American jazzman and his buddy woo a Russian princess and a fake countess in Paris.,7.0,106 min,Passed,3542,
Jesus Christ Superstar: Live Arena Tour,tt2596918,2012 Video,"Drama, History, Musical","Director:, Laurence Connor, | ,     Stars:, Tim Minchin, , Melanie C, , Chris Moyles, , Ben Forster","Celebrating 40 years since it first opened in London's West End, Andrew Lloyd Webber's new production of Jesus Christ Superstar.",7.8,105 min,Not Rated,1801,
Lovestruck: The Musical,tt2246673,2013 TV Movie,"Comedy, Fantasy, Musical","Director:, Sanaa Hamri, | ,     Stars:, Jane Seymour, , Sara Paxton, , Chelsea Kane, , Drew Seeley",A jaded woman who never fulfilled her dreams of a Broadway career pushes her daughter to have one. Daughter rebels and goes to Italy to get married. The mother drinks a potion that makes her young again and tries to sabotage the wedding.,6.2,83 min,Not Rated,2509,
Kid Galahad,tt0056138,1962,"Drama, Musical, Sport","Director:, Phil Karlson, | ,     Stars:, Elvis Presley, , Gig Young, , Lola Albright, , Joan Blackman","After completing his military service, Walter Gulick takes a job as a sparring partner at a gym, the owner of which sees potential in Walter as a professional fighter and takes him under his wing.",6.1,96 min,Approved,2954,"1,800,000"
Dua Lipa: Break My Heart,tt12037616,2020 Music Video,"Fantasy, Music, Musical","Director:, Henry Scholfield, | ,     Stars:, Fran Dearlove, , Aleksandra Dragova, , Sharon June, , Robyn Laud","From the album 'Future Nostalgia', Dua's a new single has a clear message to the world's current circumstance.",7.5,4 min,,163,
Pajama Party,tt0058440,1964,"Comedy, Musical, Romance","Director:, Don Weis, | ,     Stars:, Tommy Kirk, , Annette Funicello, , Elsa Lanchester, , Harvey Lembeck","Sent to Earth to prepare for an invasion, a Martian scout lands amidst a swim party and tries to convince everyone that he really is who he says.",4.9,82 min,Passed,1243,
Tom Thumb,tt0052427,1958,"Family, Fantasy, Musical","Director:, George Pal, | ,     Stars:, Russ Tamblyn, , June Thorburn, , Peter Sellers, , Alan Young","A boy (Russ Tamblyn), no bigger than a thumb, manages to outwit two thieves (Terry-Thomas and Peter Sellers) determined to make a fortune from him.",6.4,98 min,Approved,2734,
Thirst,tt0050870,1957,"Drama, Musical, Romance","Director:, Guru Dutt, | ,     Stars:, Guru Dutt, , Waheeda Rehman, , Mala Sinha, , Rehman Khan",A talented but indigent poet Vijay struggles for love and recognition in this selfish world.,8.3,146 min,Not Rated,6911,
Breaking Glass,tt0080469,1980,"Drama, Musical","Director:, Brian Gibson, | ,     Stars:, Phil Daniels, , Hazel O'Connor, , Jon Finch, , Jonathan Pryce","A rock singer is determined to rise to the top of the profession, letting nothing stand in the way of that goal.",6.8,104 min,PG,1448,
The Co(te)lette Film,tt1883359,2010,Musical,"Director:, Mike Figgis, | ,     Stars:, Sura Dohnke, , Frauke Marien, , Cecilia Moisio, , Judith Ruiz Onandi",A cinematographic adaptation of the dance performance by Ann Van den Broek.,6.6,58 min,Not Rated,119,
Holiday Inn,tt0034862,1942,"Comedy, Drama, Music","Directors:, Mark Sandrich, , Robert Allen, | ,     Stars:, Bing Crosby, , Fred Astaire, , Marjorie Reynolds, , Virginia Dale","At an inn which is open only on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer.",7.3,100 min,Passed,16292,"8,175,000"
Elvis: The Comeback Special,tt0285063,1968 TV Special,"Documentary, Music, Musical","Director:, Steve Binder, | ,     Stars:, Elvis Presley, , D.J. Fontana, , Charlie Hodge, , Scotty Moore","After making movies for many years, Elvis Presley makes a comeback tour in 1968.",8.9,50 min,Not Rated,2053,
Sanam Teri Kasam,tt5255710,2016,"Drama, Musical, Romance","Directors:, Radhika Rao, , Vinay Sapru, | ,     Stars:, Harshvardhan Rane, , Mawra Hocane, , Vijay Raaz, , Murli Sharma","After being disowned by her family, an awkward librarian relies on the help of her brooding neighbour.",7.5,154 min,Not Rated,14747,"22,121"
Night and Day,tt0038776,1946,"Biography, Drama, Musical","Director:, Michael Curtiz, | ,     Stars:, Cary Grant, , Alexis Smith, , Monty Woolley, , Ginny Simms",A fictionalized biopic of composer Cole Porter from his days at Yale in the 1910s through the height of his success to the 1940s.,6.1,128 min,Approved,3017,
Maximum Shame,tt1634800,2010,"Fantasy, Horror, Musical","Director:, Carlos Atanes, | ,     Stars:, Ana Mayo, , Marina Gatell, , Ignasi Vidal, , Paco Moreno","A choice must be made. It won't be easy. In fact, she'd rather walk through hell. She may have nothing to fear but fear itself, but that's more than enough.",2.7,80 min,,350,
The Broadway Melody,tt0019729,1929,"Drama, Musical, Romance","Director:, Harry Beaumont, | ,     Stars:, Bessie Love, , Anita Page, , Charles King, , Eddie Kane","A pair of sisters from the vaudeville circuit try to make it big time on Broadway, but matters of the heart complicate the attempt.",5.6,100 min,Passed,7636,"6,121,440"
Love Gets a Room,tt15444704,2021,"Adventure, Drama, Musical","Director:, Rodrigo Cortés, | ,     Stars:, Clara Rugaard, , Ferdia Walsh-Peelo, , Mark Ryder, , Valentina Bellè","A group of actors perform in the heart of the Warsaw Ghetto, in a life or death context on a run-down stage.",6.8,103 min,,1200,
Footlight Parade,tt0024028,1933,"Comedy, Musical, Romance","Director:, Lloyd Bacon, | ,     Stars:, James Cagney, , Joan Blondell, , Ruby Keeler, , Dick Powell","Chester Kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.",7.5,104 min,Passed,5809,"3,490,180"
Pepe,tt0054172,1960,"Comedy, Musical","Director:, George Sidney, | ,     Stars:, Cantinflas, , Dan Dailey, , Shirley Jones, , Carlos Montalbán","The young Mexican Pepe's beloved horse is sold to Hollywood star Ted Holt, leading to Pepe's journey to Hollywood to get the horse back, and Pepe's encounter with half the stars working in Hollywood at the time.",5.4,180 min,Unrated,1086,"9,600,000"
Walking My Baby Back Home,tt0046531,1953,"Comedy, Musical","Director:, Lloyd Bacon, | ,     Stars:, Donald O'Connor, , Janet Leigh, , Buddy Hackett, , Lori Nelson","World War II veteran Clarence ""Jigger"" Millard forms a band with several other former GIs. The band fails to take off and he is forced to join a minstrel show headed by Colonel Wallace. He soon falls for Wallace's niece Chris Hall.",6.2,95 min,Approved,157,
Futurama: Bender's Big Score,tt0471711,2007 Video,"Animation, Comedy, Musical","Director:, Dwayne Carey-Hill, | ,     Stars:, Billy West, , Katey Sagal, , John DiMaggio, , Tress MacNeille",Planet Express sees a hostile takeover and Bender falls into the hands of criminals where he is used to fulfill their schemes.,7.6,88 min,Not Rated,34944,
The Trouble with Terkel,tt0386820,2004,"Animation, Comedy, Musical","Directors:, Kresten Vestbjerg Andersen, , Thorbjørn Christoffersen, , Stefan Fjeldmark, | ,     Stars:, Anders Matthesen, , Kim Mattheson, , Bill Bailey, , Ben Bishop",Terkel is an average teenager whose life takes a turn for the worse when a girl who had a crush on him kills herself and an unknown maniac starts stalking him.,7.1,77 min,Not Rated,11282,"10,579"
A Very Potter Musical,tt2033193,2009–2010,"Comedy, Musical","Stars:, Darren Criss, , Joey Richter, , Bonnie Gruesen, , Lauren Lopez",Harry and his pals are in for adventure when the Dark Lord returns from the dead to take revenge on The Boy Who Lived! So take a ride on Voldemort's flying machine and get ready to go back to Hogwarts!,8.8,166 min,E,3088,
Schoolhouse Rock!,tt0069627,1973–2009,"Animation, Short, Family","Stars:, Bob Dorough, , Jack Sheldon, , Lynn Ahrens, , Bob Kaliban","A series of shorts illustrating various songs that teach multiplication tables, grammar, science, American history, computers, economics, and environmentalism.",8.2,3 min,TV-Y,4159,
Soulmates,tt2327521,2023,"Drama, Fantasy, Musical","Director:, Jim Fitzpatrick, | ,     Stars:, Jadon Cal, , Samantha Reddy, , Jim Fitzpatrick, , Ethan Rich","Everybody dreams. Based on a true story two young singer-songwriters sharing the same metaphysical dream since they were children, are faced with the harsh reality of choosing their passionate fate of love or life.",9.4,,,43,
The Sound of Music Live!,tt3141866,2013 TV Special,"Biography, Drama, Family","Directors:, Rob Ashford, , Beth McCarthy-Miller, | ,     Stars:, Carrie Underwood, , Stephen Moyer, , Laura Benanti, , Christian Borle",A live telecast of the famous Rodgers and Hammerstein musical.,5.9,180 min,TV-PG,3921,
FernGully 2: The Magical Rescue,tt0129924,1998 Video,"Animation, Adventure, Drama","Directors:, Phil Robinson, , David Marshall, | ,     Stars:, James S. Baker, , Matt K. Miller, , Erik Bergmann, , Connie Champagne",The fairies of FernGully must venture outside the rain forest to rescue several young animals who were captured by poachers.,4.4,75 min,G,1615,
"Buttons, A New Musical Film",tt9248032,I) (2018,"Drama, Family, Fantasy","Director:, Tim Janis, | ,     Stars:, Alivia Clark, , Kate Winslet, , Robert Redford, , Dick Van Dyke","Follow the heartwarming journey of two orphan girls whose only wish is to find a home for Christmas. With a little help from their guardian angels (Dick Van Dyke and Dame Angela Lansbury), they discover miracles can happen when you believe.",5.3,115 min,PG,613,"151,983"
Teletubbies,tt4791314,2015–2018,"Comedy, Family, Fantasy","Stars:, Jim Broadbent, , Antonia Thomas, , Daniel Rigby, , Rachelle Beinart",Reboot of the original 1997 show of the same name.,4.4,,,329,
The Singing Nun,tt0060983,1966,"Biography, Drama, Family","Director:, Henry Koster, | ,     Stars:, Debbie Reynolds, , Ricardo Montalban, , Greer Garson, , Agnes Moorehead",Fanciful biography of the Belgian nun who briefly made the hit parade.,6.0,97 min,Approved,1442,
Legends of Oz: Dorothy's Return,tt0884726,2013,"Animation, Adventure, Family","Directors:, Will Finn, , Daniel St. Pierre, | ,     Stars:, Lea Michele, , Kelsey Grammer, , Dan Aykroyd, , Jim Belushi","Shortly after a tornado rips through her Kansas home, Dorothy returns to Oz to save her friends from a villainous jester.",5.0,88 min,PG,6144,"8,462,027"
Scooby-Doo! And Kiss: Rock and Roll Mystery,tt4717798,2015 Video,"Animation, Adventure, Comedy","Directors:, Spike Brandt, , Tony Cervone, | ,     Stars:, Frank Welker, , Mindy Cohn, , Grey Griffin, , Matthew Lillard","When a ghoul begins to terrorize an amusement park, the Mystery Inc. gang and legendary rock group, KISS, work together as the clues lead them on a cosmic journey to another dimension.",6.4,78 min,Not Rated,2664,
The Loud House Movie,tt6714432,2021,"Animation, Adventure, Comedy","Director:, Dave Needham, | ,     Stars:, Asher Bishop, , David Tennant, , Michelle Gomez, , Jill Talley","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey.",6.1,83 min,TV-Y7,2438,
Something Like Summer,tt2196053,2017,"Drama, Musical, Romance","Director:, David Berry, | ,     Stars:, Grant Davis, , Davi Santos, , Ben Baur, , Ajiona Alexus","Something Like Summer traces the tumultuous relationship of Ben and Tim, secret high school sweethearts who grow over the years into both adulthood enemies and complicated friends.",6.0,115 min,,1341,
Guy and Madeline on a Park Bench,tt1337193,2009,"Drama, Musical","Director:, Damien Chazelle, | ,     Stars:, Jason Palmer, , Desiree Garcia, , Sandha Khin, , Frank Garvin","After connecting with the shy Madeline, a jazz trumpeter embarks on a quest for a more gregarious paramour, but through a series of twists and turns punctuated by an original score, the two lovers seem destined to be together.",6.0,82 min,Not Rated,1799,"35,556"
Ladies of the Chorus,tt0041571,1948,"Musical, Romance","Director:, Phil Karlson, | ,     Stars:, Adele Jergens, , Marilyn Monroe, , Rand Brooks, , Nana Bryant","A chorus girl falls in love with a wealthy young man, but their relationship is jeopardized by her mother's fears about the reaction of his family.",6.1,61 min,Approved,1433,
Urban Family,tt3678188,2015,"Comedy, Drama, Family","Director:, Oskari Sipola, | ,     Stars:, Maria Ylipää, , Johannes Brotherus, , Riku Nieminen, , Anu Sinisalo",Selja is in her thirties and lives in a shared flat with her friends. One day a boy appears at her door; a boy she gave up for adoption sixteen years earlier. Selja has a chance to get to ...                See full summary »,5.0,105 min,,237,
Radioland Murders,tt0110939,1994,"Comedy, Crime, Drama","Director:, Mel Smith, | ,     Stars:, Brian Benben, , Mary Stuart Masterson, , Ned Beatty, , George Burns",A series of mysterious crimes threatens the existence of a new radio network.,6.1,108 min,PG,3801,"1,299,060"
Rangeela,tt0114234,1995,"Comedy, Drama, Musical","Director:, Ram Gopal Varma, | ,     Stars:, Aamir Khan, , Urmila Matondkar, , Jackie Shroff, , Gulshan Grover","A middle class young woman, who dreams of Bollywood fame, is caught in a love triangle between her childhood friend and a famous actor.",7.4,142 min,Not Rated,10138,
A Song Is Born,tt0040820,1948,"Comedy, Music, Musical","Director:, Howard Hawks, | ,     Stars:, Danny Kaye, , Virginia Mayo, , Benny Goodman, , Tommy Dorsey","With her gangster boyfriend under investigation by the police, a nightclub singer hides out in a musical research institution staffed by bachelor professors - one of whom begins to fall for her.",6.9,113 min,Approved,2664,
Super Mario World,tt0167552,1991,"Animation, Adventure, Comedy","Stars:, Walker Boone, , Catherine Gallant, , Tabitha St. Germain, , Judy Marshak","Mario, Luigi and Princess Toadstool are living in Dinosaur Land and have a cute always hungry dinosaur named Yoshi as a pet and a caveman child as a friend. They must stop evil King Koopa and his minions the Koopalings.",6.7,30 min,TV-Y7,1275,
"Sharon, Lois & Bram's Elephant Show",tt0086800,1984–1988,"Comedy, Family, Musical","Stars:, Bram Morrison, , Lois Lilienstein, , Sharon Hampson, , Eric Nagler","The musical adventures of the singing trio Sharon, Lois, and Bram and their friend, Elephant.",8.0,30 min,TV-Y,576,
The Wiz Live!,tt4718770,2015 TV Movie,"Adventure, Family, Fantasy","Directors:, Matthew Diamond, , Kenny Leon, | ,     Stars:, Common, , Amber Riley, , Uzo Aduba, , Stephanie Mills","A live production of the 1975 Broadway musical, ""The Wiz,"" which put a modern spin on the classic ""Wizard of Oz"" tale with a cast of African-American actors.",7.1,111 min,TV-G,2493,
