Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
A Beautiful Mind,tt0268978,2001,"Biography, Drama","Director:, Ron Howard, | ,     Stars:, Russell Crowe, , Ed Harris, , Jennifer Connelly, , Christopher Plummer","After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",8.2,135 min,PG-13,951025,"170,742,341"
The Conductor,tt6932818,2018,"Biography, Drama","Director:, Maria Peters, | ,     Stars:, Christanne de Bruijn, , Benjamin Wainwright, , Scott Turner Schofield, , Seumas F. Sargent","Antonia Brico dreams of becoming a conductor, but she isn't taken seriously because she is a woman.",7.3,137 min,,3921,
Lone Survivor,tt1091191,2013,"Action, Biography, Drama","Director:, Peter Berg, | ,     Stars:, Mark Wahlberg, , Taylor Kitsch, , Emile Hirsch, , Ben Foster","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",7.5,121 min,R,295688,"125,095,601"
Black Mass,tt1355683,2015,"Biography, Crime, Drama","Director:, Scott Cooper, | ,     Stars:, Johnny Depp, , Benedict Cumberbatch, , Dakota Johnson, , Joel Edgerton","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",6.9,123 min,R,186035,"62,575,678"
Bohemian Rhapsody,tt1727824,2018,"Biography, Drama, Music","Director:, Bryan Singer, | ,     Stars:, Rami Malek, , Lucy Boynton, , Gwilym Lee, , Ben Hardy","The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",7.9,134 min,PG-13,556610,"216,428,042"
Hell to Eternity,tt0053901,1960,"Biography, Drama, War","Director:, Phil Karlson, | ,     Stars:, Jeffrey Hunter, , David Janssen, , Vic Damone, , Patricia Owens","When his adoptive Japanese-American family is sent to Manzanar after Pearl Harbor, a young Chicano enlists in the marines to become a hero in the Battle of Saipan.",6.9,131 min,Approved,1518,
The Favourite,tt5083738,2018,"Biography, Comedy, Drama","Director:, Yorgos Lanthimos, | ,     Stars:, Olivia Colman, , Emma Stone, , Rachel Weisz, , Nicholas Hoult","In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",7.5,119 min,R,208485,"34,366,783"
Legend,tt3569230,I) (2015,"Biography, Crime, Drama","Director:, Brian Helgeland, | ,     Stars:, Tom Hardy, , Emily Browning, , Taron Egerton, , Paul Anderson",Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,6.9,132 min,R,190965,"1,872,994"
The Intouchables,tt1675434,2011,"Biography, Comedy, Drama","Directors:, Olivier Nakache, , Éric Toledano, | ,     Stars:, François Cluzet, , Omar Sy, , Anne Le Ny, , Audrey Fleurot","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",8.5,112 min,R,882405,"13,182,281"
The Social Network,tt1285016,2010,"Biography, Drama","Director:, David Fincher, | ,     Stars:, Jesse Eisenberg, , Andrew Garfield, , Justin Timberlake, , Rooney Mara","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",7.8,120 min,PG-13,723745,"96,962,694"
Into the Wild,tt0758758,2007,"Adventure, Biography, Drama","Director:, Sean Penn, | ,     Stars:, Emile Hirsch, , Vince Vaughn, , Catherine Keener, , Marcia Gay Harden","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",8.1,148 min,R,635550,"18,354,356"
American Sniper,tt2179136,2014,"Action, Biography, Drama","Director:, Clint Eastwood, | ,     Stars:, Bradley Cooper, , Sienna Miller, , Kyle Gallner, , Cole Konis","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.",7.3,133 min,R,503760,"350,126,372"
American Gangster,tt0765429,2007,"Biography, Crime, Drama","Director:, Ridley Scott, | ,     Stars:, Denzel Washington, , Russell Crowe, , Chiwetel Ejiofor, , Josh Brolin","An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",7.8,157 min,R,437047,"130,164,645"
Spotlight,tt1895587,I) (2015,"Biography, Crime, Drama","Director:, Tom McCarthy, | ,     Stars:, Mark Ruffalo, , Michael Keaton, , Rachel McAdams, , Liev Schreiber","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",8.1,129 min,R,482577,"45,055,776"
Our Flag Means Death,tt11000902,2022– ,"Action, Adventure, Biography","Stars:, Rhys Darby, , Joel Fry, , Samson Kayo, , Nathan Foad",The year is 1717. Wealthy land-owner Stede Bonnet has a midlife crisis and decides to blow up his cushy life to become a pirate. It does not go well. Based on a true story.,7.8,30 min,TV-MA,30639,
The King,tt7984766,I) (2019,"Biography, Drama, History","Director:, David Michôd, | ,     Stars:, Tom Glynn-Carney, , Gábor Czap, , Tom Fisher, , Edward Ashley","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",7.3,140 min,R,138839,
The Imitation Game,tt2084970,2014,"Biography, Drama, Thriller","Director:, Morten Tyldum, | ,     Stars:, Benedict Cumberbatch, , Keira Knightley, , Matthew Goode, , Allen Leech","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",8.0,114 min,PG-13,789528,"91,125,683"
Beautiful Boy,tt1226837,I) (2018,"Biography, Drama","Director:, Felix van Groeningen, | ,     Stars:, Steve Carell, , Maura Tierney, , Jack Dylan Grazer, , Oakley Bull","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",7.3,120 min,R,86880,"7,649,973"
"Girl, Interrupted",tt0172493,1999,"Biography, Drama","Director:, James Mangold, | ,     Stars:, Winona Ryder, , Angelina Jolie, , Clea DuVall, , Brittany Murphy",Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.,7.3,127 min,R,197882,"28,871,190"
The Sound of Music,tt0059742,1965,"Biography, Drama, Family","Director:, Robert Wise, | ,     Stars:, Julie Andrews, , Christopher Plummer, , Eleanor Parker, , Richard Haydn",A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,8.1,172 min,G,244834,"163,214,286"
Rush,tt1979320,I) (2013,"Action, Biography, Drama","Director:, Ron Howard, | ,     Stars:, Daniel Brühl, , Chris Hemsworth, , Olivia Wilde, , Alexandra Maria Lara",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,8.1,123 min,R,491515,"26,947,624"
Winning Time: The Rise of the Lakers Dynasty,tt10244600,2022– ,"Biography, Drama, Sport","Stars:, John C. Reilly, , Quincy Isaiah, , Jason Clarke, , Gaby Hoffmann","The professional and personal lives of the 1980s Los Angeles Lakers, one of sports' most revered and dominant dynasties - a team that defined an era, both on and off the court.",8.3,59 min,TV-MA,22039,
Chevalier,tt12758486,2022,"Biography, Drama, History","Director:, Stephen Williams, | ,     Stars:, Kelvin Harrison Jr., , Samara Weaving, , Lucy Boynton, , Ronke Adekoluejo","Based on the true story of composer Joseph Bologne, Chevalier de Saint-Georges, the illegitimate son of an African slave and a French plantation owner, who rises to heights in French society as a composer before an ill-fated love affair.",6.9,108 min,PG-13,1493,
Downfall,tt0363163,2004,"Biography, Drama, History","Director:, Oliver Hirschbiegel, | ,     Stars:, Bruno Ganz, , Alexandra Maria Lara, , Ulrich Matthes, , Juliane Köhler","Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",8.2,156 min,R,362589,"5,509,040"
House of Gucci,tt11214590,2021,"Biography, Crime, Drama","Director:, Ridley Scott, | ,     Stars:, Lady Gaga, , Adam Driver, , Al Pacino, , Jeremy Irons","When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.",6.6,158 min,R,146029,"53,809,574"
Amadeus,tt0086879,1984,"Biography, Drama, Music","Director:, Milos Forman, | ,     Stars:, F. Murray Abraham, , Tom Hulce, , Elizabeth Berridge, , Roy Dotrice","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",8.4,160 min,R,409998,"51,973,029"
The Blind Side,tt0878804,2009,"Biography, Drama, Sport","Director:, John Lee Hancock, | ,     Stars:, Quinton Aaron, , Sandra Bullock, , Tim McGraw, , Jae Head","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",7.6,129 min,PG-13,344796,"255,959,475"
Remember the Titans,tt0210945,2000,"Biography, Drama, Sport","Director:, Boaz Yakin, | ,     Stars:, Denzel Washington, , Will Patton, , Wood Harris, , Ryan Hurst",The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,7.8,113 min,PG,222550,"115,654,751"
The Last Dance,tt8420184,2020,"Documentary, Biography, History","Stars:, Michael Jordan, , Phil Jackson, , Scottie Pippen, , David Aldridge","Charting the rise of the 1990s Chicago Bulls, led by Michael Jordan, one of the most notable dynasties in sports history.",9.1,491 min,TV-MA,135226,
Argo,tt1024648,2012,"Biography, Drama, Thriller","Director:, Ben Affleck, | ,     Stars:, Ben Affleck, , Bryan Cranston, , John Goodman, , Alan Arkin","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",7.7,120 min,R,625193,"136,025,503"
Medici,tt5057130,2016–2019,"Biography, Drama, History","Stars:, Daniel Sharman, , Alessandra Mastronardi, , Synnove Karlsen, , Sebastian De Souza","A political family drama set in Florence in the early fifteenth century. Cosimo de Medici finds himself at the helm of his banking dynasty when his father, Giovanni, dies suddenly.",7.9,60 min,TV-14,20650,
The Good Nurse,tt4273800,2022,"Biography, Crime, Drama","Director:, Tobias Lindholm, | ,     Stars:, Eddie Redmayne, , Jessica Chastain, , Denise Pillott, , Dartel McRae",An infamous caregiver is implicated in the deaths of hundreds of hospital patients.,6.8,121 min,R,69954,
The Staircase,tt11324406,2022,"Biography, Crime, Drama","Stars:, Colin Firth, , Toni Collette, , Michael Stuhlbarg, , Patrick Schwarzenegger","Tells the story of Michael Peterson, a crime novelist accused of killing his wife Kathleen after she is found dead at the bottom of a staircase in their home, and the 16-year judicial battle that followed.",7.1,519 min,TV-MA,29792,
Gaslit,tt11834592,2022,"Biography, Drama, History","Stars:, Julia Roberts, , Sean Penn, , Dan Stevens, , Betty Gilpin",A modern take on the 1970s political Watergate scandal centering on untold stories and forgotten characters of the time.,7.3,60 min,TV-MA,6574,
Curiosa,tt7598076,2019,"Biography, Drama, History","Director:, Lou Jeunet, | ,     Stars:, Noémie Merlant, , Niels Schneider, , Benjamin Lavernhe, , Camélia Jordana","A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th-century authors Pierre Louÿs and Marie de Régnier.",5.4,107 min,18+,2811,
Dallas Buyers Club,tt0790636,2013,"Biography, Drama","Director:, Jean-Marc Vallée, | ,     Stars:, Matthew McConaughey, , Jennifer Garner, , Jared Leto, , Steve Zahn","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",7.9,117 min,R,500828,"27,298,285"
Darkest Hour,tt4555426,2017,"Biography, Drama, War","Director:, Joe Wright, | ,     Stars:, Gary Oldman, , Lily James, , Kristin Scott Thomas, , Ben Mendelsohn","In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",7.4,125 min,PG-13,209693,"56,468,410"
