Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Mister Creep,tt19637144,2022,Horror,"Director:, Isaac Rodriguez, | ,     Stars:, Brian D. Anderson, , Ali Alkhafaji, , Thomas Burke, , Carlos G. Diaz",Three college students stumble upon a secret television broadcast of a deceased serial killer and search for its location.,5.0,,,163,
V/H/S Viral,tt3704538,2014,"Horror, Thriller","Directors:, Justin Benson, , Gregg Bishop, , Todd Lincoln, , Aaron Moorhead, , Marcel Sarmiento, , Nacho Vigalondo, | ,     Stars:, Patrick Lawrie, , Emilia Ares, , Celia K. Milius, , Steve Berens",A Los Angeles police chase sends a fame-obsessed man on a wild ride to save his girlfriend from a cybernetic terror.,4.2,81 min,R,18105,"2,567"
She Came from the Woods,tt14905554,2022,"Comedy, Horror","Director:, Erik Bloomquist, | ,     Stars:, Cara Buono, , Clare Foley, , Spencer List, , William Sadler","In 1987, a group of counselors accidentally unleash a decades' old evil on the last night of summer camp.",5.0,101 min,,248,
Junji Itô: Korekushon,tt7814574,2018– ,"Animation, Drama, Horror","Stars:, Monica Rial, , Austin Tindle, , Ricco Fajardo, , Matt Shipman",A collection of animated horror stories based on the works of Japanese artist Junji Ito.,6.6,24 min,TV-MA,1417,
Don't Go in the House,tt0080646,1979,Horror,"Director:, Joseph Ellison, | ,     Stars:, Dan Grimaldi, , Charles Bonet, , Bill Ricci, , Robert Carnegie",A disturbed young man who was burned as a child by his sadistic mother stalks women with a flamethrower.,5.6,82 min,R,4912,
Next of Kin,tt0084408,1982,"Horror, Mystery","Director:, Tony Williams, | ,     Stars:, Jacki Kerin, , John Jarratt, , Alex Scott, , Gerda Nicolson","In a rest home for elderly people, a daughter reads her mother's diary. Soon events that are mentioned in the mother's diary begin to happen to the daughter.",6.2,89 min,Not Rated,3826,
Beyond the Darkness,tt0078916,1979,Horror,"Director:, Joe D'Amato, | ,     Stars:, Kieran Canter, , Cinzia Monreale, , Franca Stoppi, , Sam Modesto","A disturbed young taxidermist exhumes his recently deceased girlfriend, brings her body to his family villa and proceeds to embalm her corpse, with help from his strange housekeeper. But his bouts of insanity are just beginning.",6.2,94 min,Unrated,5401,
Ghost Files,tt21996840,2022– ,"Adventure, Crime, Horror","Stars:, Ryan Bergara, , Shane Madej, , Garrett Watts",YouTube series focusing on visiting haunted places in order to prove the existence of supernatural entities.,9.1,,Not Rated,262,
The Hills Run Red,tt0907676,2009,"Horror, Mystery, Thriller","Director:, Dave Parker, | ,     Stars:, Sophie Monk, , Tad Hilgenbrink, , William Sadler, , Janet Montgomery","A group of young horror fans go searching for a film that mysteriously vanished years ago but instead find that the demented killer from the movie is real, and he's thrilled to meet fans who will die gruesomely for his art.",5.4,81 min,R,10558,
Mononoke,tt1992935,2007,"Animation, Fantasy, Horror","Stars:, Takahiro Sakurai, , Eiji Takemoto, , Yukana, , Aiko Hibi","A mysterious man called the Medicine Seller travels along feudal Japan, uncovering and slaying evil spirits called ""Mononoke"".",8.2,25 min,TV-MA,2620,
All My Friends Are Dead,tt13723064,2020,"Comedy, Crime, Horror","Director:, Jan Belcl, | ,     Stars:, Michal Meyer, , Adam Woronowicz, , Julia Wieniawa-Narkiewicz, , Adam Turczyk","During the New Year's Eve party of a bunch of friends, a series of crazy events brings out secrets, breaks hearts and leads to a shocking ending.",5.8,96 min,TV-MA,6974,
Faust,tt0016847,1926,"Drama, Fantasy, Horror","Director:, F.W. Murnau, | ,     Stars:, Gösta Ekman, , Emil Jannings, , Camilla Horn, , Frida Richard",The demon Mephisto wagers with God that he can corrupt a mortal man's soul.,8.1,107 min,Not Rated,15916,
Never Take Candy from A Stranger,tt0054116,1960,"Drama, Horror, Mystery","Director:, Cyril Frankel, | ,     Stars:, Gwen Watford, , Patrick Allen, , Felix Aylmer, , Niall MacGinnis",Peter Carter meets official resistance when he finds that his 9-year-old daughter has been the victim of the pedophile patriarch of the town's most powerful family.,7.4,81 min,Not Rated,1809,
The French Sex Murders,tt0069850,1972,"Horror, Mystery, Thriller","Director:, Ferdinando Merighi, | ,     Stars:, Anita Ekberg, , Rosalba Neri, , Evelyne Kraft, , Howard Vernon","A man is accused of killing his favorite prostitute in a French brothel. He's tried and sentenced to death. He tries to escape but dies during pursuit. Soon, people connected to the case are killed one by one.",5.3,91 min,Not Rated,988,
Exploited,tt10503988,2022,"Horror, Thriller","Director:, Jon Abrahams, | ,     Stars:, Jordan Ver Hoeve, , Andrew Matthew Welch, , Makenzie Vega, , Hannah Rose May",A college freshman becomes obsessed with the previous owner of his school issued laptop.,4.2,81 min,Unrated,842,
The Last Kids on Earth,tt8914012,2019–2021,"Animation, Adventure, Comedy","Stars:, Nick Wolfhard, , Charles Demers, , Garland Whitt, , Montse Hernandez","Young teenager Jack Sullivan and a group of friends live in a decked-out tree house, playing video games, eating candy, and fighting zombies in the aftermath of a monster apocalypse.",7.3,,TV-Y7-FV,1560,
Go Goa Gone,tt2436516,2013,"Action, Adventure, Comedy","Directors:, Krishna D.K., , Raj Nidimoru, | ,     Stars:, Saif Ali Khan, , Kunal Kemmu, , Vir Das, , Anand Tiwari","A group of friends, just looking to have a good time in a rave party on a remote island in Goa, find out that the island is infested with Zombies.",6.6,111 min,Not Rated,14520,"295,414"
Killer Workout,tt0091339,1987,Horror,"Director:, David A. Prior, | ,     Stars:, Marcia Karr, , David Campbell, , Fritz Matthews, , Ted Prior","Two years ago, a young woman named Valerie was burned after entering a tanning salon. Now, her twin sister, Rhonda, runs a local gym where, all of a sudden, people are being murdered.",4.7,85 min,R,2444,
Human Zoo,tt5575918,2020,"Horror, Thriller","Director:, John E Seymore, | ,     Stars:, Robert Carradine, , Jose Rosete, , Rachel Amanda Bryant, , Jessica Cameron","The internet watches live, as reality-show contestants struggle against time to see who will stay in solitary confinement the longest and take home the one million dollar prize.",2.0,109 min,,729,
Werewolf,tt0092480,1987–1988,"Horror, Thriller","Stars:, John J. York, , Lance LeGault, , Chuck Connors, , Brian Thompson","Young Eric has been bitten by a werewolf. However, he's not particularly thrilled by this turn of affairs and wishes to escape his curse. To do so, he must find and kill the founder of his ...                See full summary »",7.8,30 min,,1007,
3-Headed Shark Attack,tt4685096,2015 Video,"Action, Adventure, Comedy","Director:, Christopher Ray, | ,     Stars:, Karrueche Tran, , Jaason Simmons, , Rob Van Dam, , Danny Trejo","As a mutated, three-headed, great white shark eats its way from one end of the ship to the next, the passengers have to fight the deadly predator using anything they can find.",2.6,89 min,TV-14,3361,
Bury the Bride,tt21073326,2023,Horror,"Director:, Spider One, | ,     Stars:, Krsy Fox, , Scout Taylor-Compton, , Dylan Rourke, , Lyndsi LaRose",Bride to be June's bachelorette getaway turns deadly when her blood thirsty fiance and his friends show up to crash the party.,4.5,83 min,TV-MA,180,
Don't Blink,tt1572306,2014,"Fantasy, Horror, Mystery","Director:, Travis Oates, | ,     Stars:, Mena Suvari, , Brian Austin Green, , Joanne Kelly, , Zack Ward","Ten people arrive at a secluded mountain resort to find it completely deserted. With no gas for the return trip, the visitors are forced to stay and investigate the mystery surrounding the abandoned lodge.",4.8,92 min,Not Rated,6759,
Nightwatch,tt0119791,1997,"Drama, Horror, Thriller","Director:, Ole Bornedal, | ,     Stars:, Ewan McGregor, , Nick Nolte, , Anais Evans, , Erich Anderson","A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",6.2,101 min,R,20491,"1,200,000"
Attack on Titan Part 2,tt4294052,2015,"Action, Adventure, Fantasy","Director:, Shinji Higuchi, | ,     Stars:, Haruma Miura, , Hiroki Hasegawa, , Kanata Hongô, , Kiko Mizuhara",A young boy name Eren Jaeger has to use his gift to know about the mystery of the Titans.,4.7,87 min,Not Rated,5713,"305,934"
Eye Candy,tt3186162,2015,"Crime, Drama, Horror","Stars:, Victoria Justice, , Casey Deidrick, , Harvey Guillén, , Marcus Callender",A New York woman suspects that one of her online dates is a serial killer.,7.0,60 min,TV-14,7506,
Rampant,tt6927152,2018,"Action, Drama, History","Director:, Kim Sung-hoon, | ,     Stars:, Hyun Bin, , Seo Ji-hye, , Heo Sung-tae, , Jang Dong-Gun","Lee Chung is a Prince of Joseon, but he has been taken hostage to the Qing Dynasty.",6.3,121 min,Not Rated,4543,"166,540"
Happy Tree Friends,tt0770762,2000–2016,"Animation, Comedy, Horror","Stars:, David Winn, , Ellen Connell, , Warren Graff, , Kenn Navarro",A series of horrible sudden deaths keep happening to a group of creatures caused by themselves doing the most stupid things.,7.0,21 min,TV-MA,17829,
Blood Beach,tt0082083,1980,"Comedy, Horror, Sci-Fi","Director:, Jeffrey Bloom, | ,     Stars:, David Huffman, , Marianna Hill, , Burt Young, , Otis Young","Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature ...                See full summary »",4.5,92 min,R,2705,
The Killer Nun,tt0078343,1979,"Horror, Mystery, Thriller","Director:, Giulio Berruti, | ,     Stars:, Anita Ekberg, , Alida Valli, , Massimo Serato, , Daniele Dublino","Legendary Swedish sex bomb Anita Ekberg stars as Sister Gertrude, a cruel nun who discovers depraved pleasure in a frenzy of drug addiction, sexual degradation and sadistic murder.",5.0,88 min,Not Rated,2073,
The Prophecy II,tt0118643,1998 Video,"Fantasy, Horror, Thriller","Director:, Greg Spence, | ,     Stars:, Christopher Walken, , Russell Wong, , Jennifer Beals, , Brittany Murphy","When the powers of good and evil again descend to Earth in a battle over mankind, the only hope for survival is the unborn child of an innocent woman. With the help of a mysterious stranger, she races to protect her child and save mankind.",5.6,87 min,R,7863,
Scream and Scream Again,tt0064949,1970,"Crime, Drama, Horror","Director:, Gordon Hessler, | ,     Stars:, Vincent Price, , Christopher Lee, , Peter Cushing, , Alfred Marks",A serial killer who drains his victims' blood is on the loose in London. The police follow him to a house owned by an eccentric scientist.,5.5,95 min,R,4144,"376,600"
Room for Rent,tt6747818,2019,"Crime, Horror, Mystery","Director:, Tommy Stovall, | ,     Stars:, Lin Shaye, , Oliver Rayon, , Valeska Miller, , Ryan Ochoa",Lonely widow Joyce rents out a room in her house and becomes dangerously obsessed with one of her guests.,5.3,81 min,,3757,
Stitches,tt2126362,I) (2012,"Comedy, Horror","Director:, Conor McMahon, | ,     Stars:, Ross Noble, , Tommy Knight, , Eoghan McQuinn, , Gemma-Leah Devereux",A clown comes back from the dead to haunt those who took his life during a fatal party mishap.,5.7,86 min,R,10139,
Captivity,tt0374563,2007,"Crime, Horror, Mystery","Director:, Roland Joffé, | ,     Stars:, Elisha Cuthbert, , Daniel Gillies, , Pruitt Taylor Vince, , Michael Harney","A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed.",4.6,96 min,R,23444,"2,626,800"
Darkness,tt0273517,2002,Horror,"Director:, Jaume Balagueró, | ,     Stars:, Anna Paquin, , Lena Olin, , Iain Glen, , Giancarlo Giannini","A teenage girl moves into a remote country house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",5.4,88 min,PG-13,19991,"22,163,442"
May the Devil Take You,tt8765496,2018,"Horror, Mystery, Thriller","Director:, Timo Tjahjanto, | ,     Stars:, Chelsea Islan, , Pevita Pearce, , Ray Sahetapy, , Karina Suwandhi","When her estranged father falls into a mysterious coma, a young woman seeks answers at his old villa, where she and her stepsister uncover dark truths.",5.9,110 min,TV-MA,4654,
"Mother, May I?",tt16103578,2023,"Horror, Thriller","Director:, Laurence Vannicelli, | ,     Stars:, Daphne Gaines, , Kyle Gallner, , Michael Giannone, , Chris Mulkey","When Anya starts behaving like his recently-deceased mother, Emmett must confront his deepest traumas to free his fiancee from this bewildering possession.",7.0,99 min,,27,
Murder to the Tune of the Seven Black Notes,tt0075614,1977,"Horror, Mystery, Thriller","Director:, Lucio Fulci, | ,     Stars:, Jennifer O'Neill, , Gabriele Ferzetti, , Marc Porel, , Gianni Garko","A clairvoyant woman discovers a skeleton in a wall in her husband's house, and seeks to find the truth about what happened to the victim.",6.8,90 min,R,5721,
Cheap Thrills,tt2389182,I) (2013,"Comedy, Crime, Drama","Director:, E.L. Katz, | ,     Stars:, Pat Healy, , Ethan Embry, , Sara Paxton, , David Koechner",A scheming couple put a struggling family man and his old friend through a series of increasingly twisted dares over the course of an evening at a local bar.,6.7,88 min,Not Rated,19866,"59,379"
Project Legion,tt12885770,2022,"Horror, Sci-Fi, Thriller","Director:, Lance Kawas, | ,     Stars:, Donald Cerrone, , Brande Roderick, , Kelly Lynn Reiter, , Chris Maher",A young man trapped in his apartment with a swarm of creatures outside his door must find a way to survive the night and escape from apartment 213.,2.2,90 min,R,409,
The Addiction,tt0112288,1995,"Drama, Horror","Director:, Abel Ferrara, | ,     Stars:, Lili Taylor, , Christopher Walken, , Annabella Sciorra, , Edie Falco","A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",6.4,82 min,Not Rated,10765,"302,393"
Extremity,tt6664700,2018,"Horror, Mystery","Director:, Anthony DiBlasi, | ,     Stars:, Chad Rook, , Chantal Perron, , Dana Christina, , Dylan Sloane",A young woman obsessed with horror subjects herself to hours of grueling torment inside an extreme haunt in an attempt to confront her fears and conquer the tragic past that haunts her.,4.2,103 min,,1012,
The Last Shark,tt0081677,1981,Horror,"Director:, Enzo G. Castellari, | ,     Stars:, James Franciscus, , Vic Morrow, , Micaela Pignatelli, , Joshua Sinclair",James Franciscus tries to save hundreds of swimmers in a coastal resort after a Great White Shark starts terrorizing the area.,4.3,88 min,PG,2941,
Ghostwatch,tt0200659,1992 TV Movie,"Drama, Horror, Mystery","Director:, Lesley Manning, | ,     Stars:, Michael Parkinson, , Sarah Greene, , Mike Smith, , Craig Charles",The BBC gives over a whole evening to an 'investigation into the supernatural'. Four respected presenters and a camera crew attempt to discover the truth behind 'The most haunted house in ...                See full summary »,7.5,91 min,Not Rated,4932,
Trash Humpers,tt1488163,2009,"Comedy, Drama, Horror","Director:, Harmony Korine, | ,     Stars:, Rachel Korine, , Brian Kotzur, , Travis Nicholson, , Harmony Korine","Follows the lives of a small group of sociopathic elderly people in Nashville, Tennessee.",5.0,78 min,Not Rated,5176,
In the Flesh,tt2480514,2013–2014,"Comedy, Drama, Horror","Stars:, Luke Newberry, , Harriet Cains, , Marie Critchley, , Steve Cooper","Four years after the Rising, the government starts to rehabilitate the Undead for reentry into society, including teenager Kieren Walker, who returns to his small Lancashire village to face a hostile reception, as well as his own demons.",7.9,56 min,TV-14,13607,
Cucuy: The Boogeyman,tt8324462,2018,"Fantasy, Horror, Thriller","Director:, Peter Sullivan, | ,     Stars:, Marisol Nichols, , Brian Krause, , Jearnest Corchado, , Bella Stine","When children start disappearing, a rebellious teen under house arrest starts to suspect that a legendary evil, a boogeyman known as the Cucuy, might be responsible.",4.6,94 min,Not Rated,994,
Gallowwalkers,tt0829176,2012,"Action, Adventure, Fantasy","Director:, Andrew Goth, | ,     Stars:, Wesley Snipes, , Kevin Howarth, , Riley Smith, , Tanit Phoenix",A cursed gunman (Snipes) whose victims come back from the dead recruits a young warrior to help in the fight against a gang of zombies.,3.6,92 min,R,8003,
Sacrifice,tt10004108,VII) (2020,"Horror, Mystery, Thriller","Directors:, Andy Collier, , Tor Mian, | ,     Stars:, Sophie Stevens, , Ludovic Hughes, , Barbara Crampton, , Lukas Loughran","After his mother's death, Isaac and his pregnant wife return to his birthplace on a remote Norwegian island to claim on unexpected inheritance. During their visit, the couple discover dark ...                See full summary »",4.7,87 min,R,1234,
An American Haunting,tt0429573,2005,"Drama, Horror, Mystery","Director:, Courtney Solomon, | ,     Stars:, Donald Sutherland, , Sissy Spacek, , Rachel Hurd-Wood, , James D'Arcy","An invisible entity haunts a 19th century family, and family secrets soon begin to surface.",5.0,83 min,PG-13,26366,"16,298,046"
Blue Monkey,tt0092677,1987,Horror,"Director:, William Fruet, | ,     Stars:, Ivan E. Roth, , Steve Railsback, , Gwynyth Walsh, , Don Lake",Detective Jim Bishop and Dr. Rachel Carson must find a way to stop a giant monstrous insect that's eating people in her quarantined hospital before it procreates and spreads a deadly infection it's carrying.,4.8,96 min,R,1127,
Mausoleum,tt0085918,1983,"Fantasy, Horror","Director:, Michael Dugan, | ,     Stars:, Marjoe Gortner, , Bobbie Bresee, , Norman Burton, , Maurice Sherbanee","A 10 year-old girl, mourning the death of her mother, becomes possessed by a demon who has been preying on her female ancestors for centuries. Years later, the demon starts to take over, both mentally and physically.",5.1,96 min,R,2811,
Mr. Midnight: Beware the Monsters,tt22530632,2022,"Adventure, Comedy, Horror","Stars:, Idan Aedan, , Chen Yixin, , Caleb Monk, , Nikki Dekker","A group of teenagers come together to try and solve a series of strange supernatural occurrences in their town, which appear to be centered around their friend's emerging mystical abilities.",5.8,28 min,TV-MA,556,
The Mutations,tt0070423,1974,"Horror, Sci-Fi","Director:, Jack Cardiff, | ,     Stars:, Donald Pleasence, , Tom Baker, , Brad Harris, , Julie Ege","A scientist experiments with crossing humans and plants, for which he uses his students.",5.2,92 min,R,1951,
I'll Always Know What You Did Last Summer,tt0469111,2006 Video,"Horror, Mystery, Thriller","Director:, Sylvain White, | ,     Stars:, Brooke Nevin, , David Paetkau, , Torrey DeVitto, , Ben Easter","A group of teenagers in Colorado find themselves being stalked and killed one by one by a mysterious figure with a hook, exactly one year after they covered up a friend's accidental death.",3.4,92 min,R,12634,
Lake Bodom,tt3743042,2016,"Horror, Mystery, Thriller","Director:, Taneli Mustonen, | ,     Stars:, Nelly Hirst-Gee, , Mimosa Willamo, , Mikael Gabriel, , Santeri Helinheimo Mäntylä",Every camper's worst nightmare came true at Lake Bodom in 1960 when four teenagers were stabbed to death while sleeping in their tent.,5.3,85 min,Not Rated,4400,
Dracula III: Legacy,tt0303929,2005 Video,Horror,"Director:, Patrick Lussier, | ,     Stars:, Jason Scott Lee, , Stephen Billington, , Diane Neal, , Jason London","In the near future, Uffizi and Luke travel to the remote reaches of war torn Romania to rescue Elizabeth and finish the vampire once and for all. Along the way, they encounter TV news journalist and a corps of rebels trying to fight the vampire uprising which plagues their country.",4.6,86 min,R,3106,
The Pact,tt2040560,II) (2012,"Horror, Mystery, Thriller","Director:, Nicholas McCarthy, | ,     Stars:, Caity Lotz, , Casper Van Dien, , Mark Steger, , Agnes Bruckner","As a woman struggles to come to grips with her past in the wake of her mother's death and the disappearance of her sister, an unsettling presence emerges in her childhood home.",5.7,89 min,R,24895,
Torn Hearts,tt15053518,2022,"Drama, Horror, Music","Director:, Brea Grant, | ,     Stars:, Katey Sagal, , Abby Quinn, , Alexxis Lemire, , Joshua Leonard",Follows a country music duo who seek out the private mansion of their idol and end up in a twisted series of horrors that force them to confront the limits they'd go for their dreams.,5.2,97 min,TV-MA,1626,
Within the Woods,tt0078503,1978,"Horror, Short","Director:, Sam Raimi, | ,     Stars:, Bruce Campbell, , Ellen Sandweiss, , Mary Valenti, , Scott Spiegel","While spending a weekend at a remote cabin, Bruce desecrates an Indian burial ground and becomes re-animated, making way to kill his friends.",6.3,31 min,Not Rated,2544,
Bula,tt21442932,2022,"Horror, Thriller","Director:, Bobby Bonifacio Jr., | ,     Stars:, Ayanna Misola, , Gab Lagman, , Robb Guinto, , Ana Abad Santos","A woman, who owns a laundry shop, uses her clients' clothes to satisfy her sexual fantasies. When she meets a hot police officer, she wants to have him no matter what it takes.",5.6,104 min,,323,
Blood for Dracula,tt0071233,1974,Horror,"Director:, Paul Morrissey, | ,     Stars:, Joe Dallesandro, , Udo Kier, , Vittorio De Sica, , Maxime McKendry",An ailing vampire count travels to Italy with his servant to find a bride.,6.1,106 min,R,6167,"283,134"
Sundown: The Vampire in Retreat,tt0098412,1989,"Comedy, Horror, Western","Director:, Anthony Hickox, | ,     Stars:, David Carradine, , Morgan Brittany, , Bruce Campbell, , Jim Metzler",Reclusive vampires lounge in a lonely American town. They wear sun cream to protect themselves. A descendant of Van Helsing arrives with hilarious consequences.,6.1,104 min,R,3222,
The Naked Witch,tt0054111,1961,Horror,"Directors:, Claude Alexander, , Larry Buchanan, | ,     Stars:, Denis Adams, , Charles West, , Howard Ware, , Jack Herman",A student researching the German settlements of Central Texas unearths the grave of a reputed witch. The witch rises from her grave nude and embarks on a campaign of seduction and murder against the descendants of her persecutors.,3.1,59 min,M,486,
Hobgoblins,tt0089280,1988,"Comedy, Horror, Sci-Fi","Director:, Rick Sloane, | ,     Stars:, Tom Bartlett, , Paige Sullivan, , Steven Boggs, , Kelley Palmer",A young security guard must track down diminutive aliens who kill people even as they make their fantasies come true.,2.2,88 min,Not Rated,12135,
The Dead Center,tt8806104,2018,"Horror, Mystery, Thriller","Director:, Billy Senese, | ,     Stars:, Shane Carruth, , Poorna Jagannathan, , Jeremy Childs, , Bill Feehely",A hospital psychiatrist's own sanity is pushed to the edge when a frightened amnesiac patient insists that he has died and brought something terrible back from the other side.,5.8,92 min,Not Rated,3222,
The Children,tt1172571,2008,"Horror, Mystery, Thriller","Director:, Tom Shankland, | ,     Stars:, Eva Birthistle, , Stephen Campbell Moore, , Jeremy Sheffield, , Rachel Shelley",A relaxing Christmas vacation turns into a terrifying fight for survival as the children begin to turn on their parents.,5.9,84 min,R,18602,
Violation,tt12801814,2020,"Drama, Horror","Directors:, Dusty Mancinelli, , Madeleine Sims-Fewer, | ,     Stars:, Madeleine Sims-Fewer, , Anna Maguire, , Jesse LaVercombe, , Obi Abili","A troubled woman on the edge of divorce returns home to her younger sister after years apart. But when her sister and brother-in-law betray her trust, she embarks on a vicious crusade of revenge.",5.3,107 min,Unrated,4145,
Grabbers,tt1525366,2012,"Action, Adventure, Comedy","Director:, Jon Wright, | ,     Stars:, Killian Coyle, , Stuart Graham, , Michael Hough, , Richard Coyle","When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive.",6.3,94 min,Not Rated,18942,
Resident Evil 3,tt11419114,2020 Video Game,"Action, Crime, Horror","Directors:, Yukio Ando, , Yasuhiro Anpo, , Kiyohiko Sakata, , Yasuhiro Seto, | ,     Stars:, Nicole Tompkins, , Jeff Schine, , Neil Newbon, , William Hope","Re-imagining of Resident Evil 3: Nemesis (1999). Jill Valentine escapes the crumbling Raccoon City amidst the nightmarish outbreak of the T-virus, a biological weapon developed by Umbrella, while being pursued by the unrelenting bioweapon Nemesis.",7.8,,M,4513,
Anna and the Apocalypse,tt6433880,2017,"Comedy, Horror, Musical","Director:, John McPhail, | ,     Stars:, Ella Hunt, , Malcolm Cumming, , Sarah Swire, , Christopher Leveaux","A zombie apocalypse threatens the sleepy town of Little Haven - at Christmas - forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.",6.0,93 min,R,14491,"545,597"
The Influence,tt4008566,2019,Horror,"Director:, Denis Rovira van Boekholt, | ,     Stars:, Manuela Vellés, , Maggie Civantos, , Alain Hernández, , Claudia Placer","After moving back to her family home to care for her dying mother, a nurse haunted by her childhood memories must struggle with an evil force in the house.",4.6,99 min,TV-MA,3991,
Macabre,tt1447791,II) (2009,"Drama, Horror, Thriller","Directors:, Kimo Stamboel, , Timo Tjahjanto, | ,     Stars:, Shareefa Daanish, , Julie Estelle, , Ario Bayu, , Sigi Wimala","Two newly weds Adjie and Astrid, along with 3 of their best friends decided to have an interstate road trip as a last attempt to reconcile Adjie with his estranged little sister Ladya. ...                See full summary »",6.4,95 min,Not Rated,3556,
The Terror,tt0057569,1963,"Horror, Thriller","Directors:, Roger Corman, , Francis Ford Coppola, , Jack Hale, , Monte Hellman, , Jack Hill, , Dennis Jakob, , Jack Nicholson, | ,     Stars:, Boris Karloff, , Jack Nicholson, , Sandra Knight, , Dick Miller","A French Army officer, Lieutenant Duvalier, has been separated from his unit and receives help from a mysterious woman. He follows her to the castle of Baron Von Lepp only to find that she is the Baron's wife who died 20 years ago.",5.0,81 min,TV-PG,8029,
The Lizzie Borden Chronicles,tt4145760,2015,"Biography, Crime, Drama","Stars:, Christina Ricci, , Clea DuVall, , Cole Hauser, , Dylan Taylor",Fictionalized account of actual events and people surrounding Lizzie Andrew Borden after her controversial acquittal of the double murder of her father and stepmother in 1892.,6.9,337 min,TV-14,4331,
Girl on the Third Floor,tt9026184,2019,"Drama, Horror, Mystery","Director:, Travis Stevens, | ,     Stars:, Phil Brooks, , Trieste Kelly Dunn, , Sarah Brooks, , Elissa Dowling","Don Koch tries to renovate a rundown mansion with a sordid history for his growing family, only to learn that the house has other plans.",4.7,93 min,TV-MA,10781,
Nobody Sleeps in the Woods Tonight 2,tt14315500,2021,"Comedy, Horror, Thriller","Director:, Bartosz M. Kowalski, | ,     Stars:, Mateusz Wieclawek, , Julia Wieniawa-Narkiewicz, , Zofia Wichlacz, , Andrzej Grabowski","When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",3.8,96 min,TV-MA,4407,
Leprechaun 2,tt0110329,1994,"Comedy, Fantasy, Horror","Director:, Rodman Flender, | ,     Stars:, Warwick Davis, , Charlie Heath, , Shevonne Durkin, , Sandy Baron","On his one thousandth birthday, an evil leprechaun selects the descendant of one of his slaves to have as his bride, leaving it up to the girl's boyfriend to save her.",4.6,85 min,R,11096,"2,260,622"
Hour of the Wolf,tt0063759,1968,"Drama, Horror, Mystery","Director:, Ingmar Bergman, | ,     Stars:, Max von Sydow, , Liv Ullmann, , Gertrud Fridh, , Georg Rydeberg","While vacationing on a remote German island with his younger pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.",7.5,90 min,Not Rated,21571,
Jack Frost,tt0116671,1997 Video,"Comedy, Fantasy, Horror","Director:, Michael Cooney, | ,     Stars:, Scott MacDonald, , Christopher Allport, , Stephen Mendel, , F. William Parker",After an accident that left murderer Jack Frost dead in genetic material the vengeful killer returns as a murderous snowman to exact his revenge on the man who sent him to be executed,4.6,89 min,R,10085,
Devil Girl from Mars,tt0046907,1954,"Horror, Sci-Fi","Director:, David MacDonald, | ,     Stars:, Hugh McDermott, , Hazel Court, , Peter Reynolds, , Adrienne Corri","An uptight, leather-clad female alien, armed with a ray gun and accompanied by a menacing robot, comes to Earth to collect Earth's men as breeding stock.",4.9,77 min,Approved,1811,
Le daim,tt8193790,2019,"Comedy, Horror","Director:, Quentin Dupieux, | ,     Stars:, Jean Dujardin, , Adèle Haenel, , Albert Delpy, , Coralie Russier",A man's obsession with his designer deerskin jacket causes him to blow his life savings and turn to crime.,6.6,77 min,,10689,
Citizen Toxie: The Toxic Avenger IV,tt0212879,2000,"Action, Comedy, Fantasy","Director:, Lloyd Kaufman, | ,     Stars:, David Mattey, , Clyde Lewis, , Heidi Sjursen, , Paul Kyrmse","The Toxic Avenger must defend his friends from his own evil alternate universe doppelgänger, The Noxious Offender.",6.0,109 min,R,5915,
Rest Stop,tt0787505,2006 Video,"Horror, Romance, Thriller","Director:, John Shiban, | ,     Stars:, Jaimie Alexander, , Michael Childers, , Jennifer Cormack, , Gary Entin","The film follows Nicole Carrow, a young woman who is threatened by a maniac serial killer, after her boyfriend Jess, is abducted in a rest stop.",4.5,80 min,R,11619,
14 Cameras,tt7476438,2018,"Crime, Drama, Horror","Directors:, Seth Fuller, , Scott Hussion, | ,     Stars:, Zach Dulin, , Kodi Lane, , Neville Archambault, , Chelsea Edmundson","When a family of five rent a beautiful house for their summer vacation, the price seems too good to be true.",4.6,90 min,TV-MA,3087,
The Deep Ones,tt11548850,2020,"Horror, Sci-Fi","Director:, Chad Ferrin, | ,     Stars:, Gina La Piana, , Robert Miano, , Johann Urb, , Silvia Spross",A married couple rents a beach side Airbnb only to be surrounded by peculiar neighbors and occurrences. They soon discover to be in the grips of a mysterious cult and their ancient sea god.,4.1,83 min,,778,
