Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Dragon Blade,tt3672840,2015,"Action, Drama, Fantasy","Director:, Daniel Lee, | ,     Stars:, Jackie Chan, , John Cusack, , Adrien Brody, , Si Won Choi","When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends.",5.9,127 min,R,20642,"74,068"
Street Fighter: The Legend of Chun-Li,tt0891592,2009,"Action, Crime, Fantasy","Director:, Andrzej Bartkowiak, | ,     Stars:, Kristin Kreuk, , Neal McDonough, , Michael Clarke Duncan, , Chris Klein","When a child, Chun-Li sees her father being captured by wealthy gangster Bison. When she grows up, she goes into a quest for justice and bring down the criminal organization Shadaloo which is led by Bison.",3.7,96 min,PG-13,24749,"8,742,261"
Hwarang: The Poet Warrior Youth,tt5646594,2016–2017,"Action, Comedy, Drama","Stars:, Park Seo-joon, , Go Ara, , Park Hyung-sik, , Choi Minho","Revolves around an elite group of male warrior youth called Hwarang who grow through passion and love in Seorabeol, the capital of the ancient kingdom of Silla.",8.0,60 min,,5039,
"Bastard!! Heavy Metal, Dark Fantasy",tt17736234,2022– ,"Animation, Action, Adventure","Stars:, Kishô Taniyama, , Tomori Kusunoki, , Erin Yvette, , Nao Tôyama","When evil forces threaten to resurrect Anthrasax, the God of Destruction, the Kingdom of Meta-llicana calls on a volatile dark wizard for help.",6.5,25 min,TV-MA,1989,
American Ninja Warrior,tt1587934,2009– ,"Action, Adventure, Reality-TV","Stars:, Matt Iseman, , Akbar Gbajabiamila, , Jenn Brown, , Kristine Leahy","Contestants run, jump, crawl, climb, hang, and swing through crazy obstacles as they compete to become the next American Ninja champion.",6.8,40 min,TV-PG,4063,
Juice,tt0104573,1992,"Action, Crime, Drama","Director:, Ernest R. Dickerson, | ,     Stars:, Omar Epps, , Tupac Shakur, , Jermaine Hopkins, , Khalil Kain","Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice"".",7.0,95 min,R,28635,"20,146,880"
The First Purge,tt6133466,2018,"Action, Horror, Sci-Fi","Director:, Gerard McMurray, | ,     Stars:, Y'lan Noel, , Lex Scott Davis, , Joivan Wade, , Steve Harris","America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.",5.2,97 min,R,66476,"69,488,745"
Collide,tt2126235,I) (2016,"Action, Crime, Thriller","Director:, Eran Creevy, | ,     Stars:, Nicholas Hoult, , Felicity Jones, , Anthony Hopkins, , Ben Kingsley","An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.",5.6,99 min,PG-13,16830,"2,280,004"
The Siege of Jadotville,tt3922798,2016,"Action, Drama, History","Director:, Richie Smyth, | ,     Stars:, Richard Lukunku, , Danny Sapani, , Andrew Stock, , Mark Strong",Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,7.2,108 min,TV-MA,41949,
Absolution,tt3503840,IV) (2015,"Action, Crime, Thriller","Director:, Keoni Waxman, | ,     Stars:, Steven Seagal, , Byron Mann, , Howard Dell, , Adina Stetcu","Contract killer John Alexander (Steven Seagal, ""Under Siege"") has a chance to save an innocent girl from a powerful mob boss, but protecting her means betraying the government agency that hired him and putting his own life at risk.",4.4,96 min,R,3712,
The Tomorrow People,tt2660734,2013–2014,"Action, Drama, Sci-Fi","Stars:, Robbie Amell, , Peyton List, , Luke Mitchell, , Aaron Yoo","Evolved humans with amazing abilities (Teleportation, Telekinesis, Telepathy) are being hunted down by agents of Ultra.",7.2,43 min,TV-14,36564,
Generation War,tt1883092,2013,"Action, Drama, History","Stars:, Volker Bruch, , Tom Schilling, , Katharina Schüttler, , Miriam Stein",Five friends go out to war and promise each other to be back for Christmas.,8.4,270 min,TV-MA,31100,"87,116"
No Way Out,tt9893160,IV) (2022,"Action, Crime, Thriller","Director:, Azi Rahman, | ,     Stars:, Jeff Adler, , Allie Ayers, , Joey Bicicchi, , Leah Blefko","Follows a couple that lives in Los Angeles. They are embroiled in a passionate relationship fueled by sex, drugs and risk that quickly reaches a boiling point.",3.8,89 min,,383,
The Lost World,tt0240278,1999–2002,"Action, Adventure, Romance","Stars:, Peter McCauley, , Rachel Blakely, , Jennifer O'Dell, , William Snow",The adventures of a band of explorers stranded in a mysterious land inhabited by dinosaurs and other dangers.,7.1,60 min,TV-PG,4290,
Valhalla Rising,tt0862467,2009,"Action, Adventure, Drama","Director:, Nicolas Winding Refn, | ,     Stars:, Mads Mikkelsen, , Maarten Stevenson, , Alexander Morton, , Stewart Porter","Forced for some time to be a fighting slave, a pagan warrior escapes his captors with a boy and joins a group of Crusaders on their quest to the Holy Land.",6.0,93 min,Not Rated,62118,"17,546"
The Witcher 3: Wild Hunt,tt2993508,2015 Video Game,"Action, Adventure, Drama","Director:, Konrad Tomaszkiewicz, | ,     Stars:, Doug Cockle, , Denise Gough, , Jo Wyatt, , Jaimi Barbakoff","A monster slayer must find his adoptive daughter, a living weapon that can bring the world to an end.",9.7,,M,29842,
Teen Titans GO! To the Movies,tt7424200,2018,"Animation, Action, Adventure","Directors:, Aaron Horvath, , Peter Rida Michail, | ,     Stars:, Greg Cipes, , Scott Menville, , Khary Payton, , Tara Strong",A villain's maniacal plan for world domination sidetracks five teenage superheroes who dream of Hollywood stardom.,6.7,84 min,PG,20553,"29,790,236"
Uri: The Surgical Strike,tt8291224,2019,"Action, Drama, History","Director:, Aditya Dhar, | ,     Stars:, Vicky Kaushal, , Paresh Rawal, , Mohit Raina, , Yami Gautam","Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",8.2,138 min,Not Rated,67454,"4,186,168"
Hard to Kill,tt0099739,1990,"Action, Crime, Drama","Director:, Bruce Malmuth, | ,     Stars:, Steven Seagal, , Kelly LeBrock, , William Sadler, , Frederick Coffin","Left for dead with his wife killed in their house, L.A. Detective Mason Storm will have to make a quick recovery, expose those behind the murder and take revenge.",5.8,96 min,R,31289,"47,410,000"
Mr. Right,tt2091935,I) (2015,"Action, Comedy, Romance","Director:, Paco Cabezas, | ,     Stars:, Anna Kendrick, , Sam Rockwell, , Tim Roth, , James Ransone","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",6.3,95 min,R,58136,"25,369"
Virus,tt0120458,1999,"Action, Horror, Sci-Fi","Director:, John Bruno, | ,     Stars:, Jamie Lee Curtis, , Donald Sutherland, , William Baldwin, , Joanna Pacula","After outrunning a typhoon at sea, a strong-willed tugboat navigator and her crew discover a high-tech alien life form that's taken control of a Russian research vessel and aims to destroy on a massive scale.",5.0,99 min,R,28984,"14,010,690"
Gurren Lagann,tt0948103,2007,"Animation, Action, Adventure","Stars:, Tetsuya Kakihara, , Shizuka Itô, , Yuri Lowenthal, , Marina Inoue","Two friends, Simon and Kamina, become the symbols of rebellion against the powerful Spiral King, who forced mankind into subterranean villages.",8.3,24 min,TV-14,19536,
Mighty Joe Young,tt0120751,1998,"Action, Adventure, Family","Director:, Ron Underwood, | ,     Stars:, Bill Paxton, , Charlize Theron, , Rade Serbedzija, , Peter Firth","A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by zoologist Gregg O'Hara (Bill Paxton) and Jill Young (Charlize Theron), with whom he grew up. Poacher Strasser (Rade Serbedzija) returns from the past to seek vengeance on Joe.",5.7,114 min,PG,29978,"50,632,037"
Tyrant,tt2568204,2014–2016,"Action, Drama, Thriller","Stars:, Adam Rayner, , Jennifer Finnigan, , Ashraf Barhom, , Moran Atias",An unassuming American family is drawn into the workings of a turbulent Middle Eastern nation.,7.7,60 min,TV-14,23206,
True History of the Kelly Gang,tt4844140,2019,"Action, Biography, Crime","Director:, Justin Kurzel, | ,     Stars:, George MacKay, , Essie Davis, , Nicholas Hoult, , Ben Corbett",Australian bushranger Ned Kelly and his gang flee from authorities during the 1870s.,6.0,124 min,R,12221,
"Aguirre, the Wrath of God",tt0068182,1972,"Action, Adventure, Biography","Director:, Werner Herzog, | ,     Stars:, Klaus Kinski, , Ruy Guerra, , Helena Rojo, , Del Negro","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",7.8,95 min,Not Rated,59161,
The Monster Squad,tt0093560,1987,"Action, Comedy, Fantasy","Director:, Fred Dekker, | ,     Stars:, Andre Gower, , Robby Kiger, , Stephen Macht, , Duncan Regehr",A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.,6.9,79 min,PG-13,33685,"3,769,990"
The Kitchen,tt5822564,2019,"Action, Crime, Drama","Director:, Andrea Berloff, | ,     Stars:, Melissa McCarthy, , Tiffany Haddish, , Elisabeth Moss, , Domhnall Gleeson",The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.,5.6,102 min,R,22149,"12,049,257"
The Gauntlet,tt0076070,1977,"Action, Crime, Thriller","Director:, Clint Eastwood, | ,     Stars:, Clint Eastwood, , Sondra Locke, , Pat Hingle, , William Prince","A hard but mediocre cop is assigned to escort a prostitute into custody from Las Vegas to Phoenix, so that she can testify in a mob trial. But a lot of people are literally betting that they won't make it into town alive.",6.4,109 min,R,24228,"35,400,000"
Free Fire,tt4158096,2016,"Action, Comedy, Crime","Director:, Ben Wheatley, | ,     Stars:, Sharlto Copley, , Brie Larson, , Armie Hammer, , Cillian Murphy","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",6.3,91 min,R,48292,"1,798,472"
The Rising of the Shield Hero,tt9529546,2019– ,"Animation, Action, Adventure","Stars:, Kaito Ishikawa, , Asami Seto, , Billy Kametz, , Erica Mendez","A gamer is magically summoned into a parallel universe, where he is chosen as one of four heroes destined to save the world from its prophesied doom.",7.9,24 min,TV-14,15163,
Dota: Dragon's Blood,tt14069590,2021– ,"Animation, Action, Adventure","Stars:, Yuri Lowenthal, , Lara Pulver, , Troy Baker, , Freya Tingley","After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",7.8,25 min,TV-MA,20509,
Darling in the Franxx,tt7865090,2018,"Animation, Action, Drama","Stars:, Yûto Uemura, , Kana Ichinose, , Nanami Yamashita, , Saori Hayami","In a future world where humanity has been driven to endangerment by giant beasts, a strike force is assembled to destroy the monsters and save the world.",7.3,24 min,TV-14,11944,
The Persuaders!,tt0066701,1971–1972,"Action, Adventure, Comedy","Stars:, Tony Curtis, , Roger Moore, , Laurence Naismith, , Juliet Harmer","Two worlds collide when titled Englishman Lord Brett Sinclair and Bronx-raised, self-made American Danny Wilde reluctantly join forces to right wrongs and protect the innocent.",8.0,60 min,,5618,
Walking Tall,tt0070895,1973,"Action, Biography, Crime","Director:, Phil Karlson, | ,     Stars:, Joe Don Baker, , Elizabeth Hartman, , Leif Garrett, , Dawn Lyn","Based on the life of Tennessee sheriff Buford Pusser, who almost single-handily cleaned up his small town of crime and corruption, but at a personal cost of his family life and nearly his own life.",6.9,125 min,R,6404,"4,750,018"
Muppet Treasure Island,tt0117110,1996,"Action, Adventure, Comedy","Directors:, Brian Henson, , David Lane, | ,     Stars:, Tim Curry, , Billy Connolly, , Jennifer Saunders, , Kevin Bishop","The Muppets set sail in search of treasure, with Jim Hawkins and Long John Silver.",6.9,99 min,G,25311,"33,609,000"
The Transporter Refueled,tt2938956,2015,"Action, Thriller","Director:, Camille Delamarre, | ,     Stars:, Ed Skrein, , Loan Chabanol, , Ray Stevenson, , Lenn Kudrjawizki","In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.",5.2,96 min,PG-13,43355,"16,029,670"
The One,tt0267804,2001,"Action, Sci-Fi, Thriller","Director:, James Wong, | ,     Stars:, Jet Li, , Carla Gugino, , Delroy Lindo, , Jason Statham","A rogue Multiverse agent goes on a manhunt for alternate versions of himself, getting stronger with each kill. Only the last version of himself, an LASD cop, can stop his crusade before he becomes ""The One"".",5.9,87 min,PG-13,94020,"43,905,746"
xXx: State of the Union,tt0329774,2005,"Action, Adventure, Crime","Director:, Lee Tamahori, | ,     Stars:, Ice Cube, , Samuel L. Jackson, , Willem Dafoe, , Scott Speedman","Darius Stone, a new agent in the xXx program, is sent to Washington, D.C. to stop a coup attempt against the President of the United States.",4.5,101 min,PG-13,72138,"26,873,932"
The Saint,tt0120053,1997,"Action, Adventure, Romance","Director:, Phillip Noyce, | ,     Stars:, Val Kilmer, , Elisabeth Shue, , Rade Serbedzija, , Valeriy Nikolaev","Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",6.2,116 min,PG-13,70560,"61,355,436"
Adventure Time: Distant Lands,tt11165358,2020–2021,"Animation, Action, Adventure","Stars:, Tom Kenny, , John DiMaggio, , Jeremy Shada, , Hynden Walch",Adventure Time has a sequel with new adventures around other worlds.,8.7,42 min,TV-PG,5857,
The Next Karate Kid,tt0110657,1994,"Action, Drama, Family","Director:, Christopher Cain, | ,     Stars:, Pat Morita, , Hilary Swank, , Michael Ironside, , Constance Towers",Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,4.5,107 min,PG,32425,"8,914,777"
The Program,tt0107889,1993,"Action, Drama, Romance","Director:, David S. Ward, | ,     Stars:, James Caan, , Halle Berry, , Omar Epps, , Craig Sheffer","Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",6.5,112 min,R,11072,"23,004,026"
Free State of Jones,tt1124037,2016,"Action, Biography, Drama","Director:, Gary Ross, | ,     Stars:, Matthew McConaughey, , Gugu Mbatha-Raw, , Mahershala Ali, , Keri Russell",A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.,6.9,139 min,R,59747,"20,758,378"
Repo Men,tt1053424,2010,"Action, Sci-Fi, Thriller","Director:, Miguel Sapochnik, | ,     Stars:, Jude Law, , Forest Whitaker, , Alice Braga, , Liev Schreiber","Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed.",6.3,111 min,R,108880,"13,794,835"
Torque,tt0329691,2004,"Action, Comedy, Crime","Director:, Joseph Kahn, | ,     Stars:, Martin Henderson, , Ice Cube, , Monet Mazur, , John Ashker",A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.,4.1,84 min,PG-13,28920,"21,215,059"
The Siege,tt16916320,2023,Action,"Director:, Brad Watson, | ,     Stars:, Daniel Stisen, , Lauren Okadigbo, , Yennis Cheung, , Byron Gibson","Walker is compromised and sent to a Reassignment Center, where he falls in with Elda and Juliet to survive.",3.4,87 min,R,776,
Kung Fury,tt3472226,2015,"Short, Action, Comedy","Director:, David Sandberg, | ,     Stars:, David Sandberg, , Jorma Taccone, , Steven Chew, , Leopold Nilsson","In 1985, Kung Fury, the toughest martial artist cop in Miami, goes back in time to kill the worst criminal of all time - Kung Führer, a.k.a. Adolf Hitler.",8.0,31 min,Not Rated,61024,
Daylight,tt0116040,1996,"Action, Adventure, Drama","Director:, Rob Cohen, | ,     Stars:, Sylvester Stallone, , Amy Brenneman, , Viggo Mortensen, , Dan Hedaya",Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,5.9,114 min,PG-13,74772,"33,023,469"
Paradise PD,tt8235236,2018–2022,"Animation, Action, Comedy","Stars:, David Herman, , Tom Kenny, , Kyle Kinane, , Cedric Yarbrough","Animated series about bad cops. Not bad as in corrupt, bad as in under-performing. They aren't first responders, they are the worst responders.",6.8,28 min,TV-MA,20847,
Hard Kill,tt11656172,2020,"Action, Thriller","Director:, Matt Eskandari, | ,     Stars:, Jesse Metcalfe, , Bruce Willis, , Lala Kent, , Natalie Eva Marie","The work of billionaire tech CEO Donovan Chalmers (Willis) is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",3.1,98 min,R,19177,
Fallout: New Vegas,tt1706601,2010 Video Game,"Action, Adventure, Sci-Fi","Director:, Josh Sawyer, | ,     Stars:, Matthew Perry, , Wayne Newton, , Kris Kristofferson, , Ron Perlman","After surviving a bullet to the head, Courier Six traverses the post-apocalyptic Mojave desert in search of the men who wronged him, while making an impact on thousands in the process.",8.9,,M,13011,
Split Second,tt0105459,1992,"Action, Crime, Horror","Director:, Tony Maylam, | ,     Stars:, Rutger Hauer, , Kim Cattrall, , Alastair Duncan, , Michael J. Pollard","In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner, and has haunted him ever since. He soon discovers what he is hunting might not be human.",6.0,90 min,R,15769,"5,430,822"
The Substitute,tt0117774,1996,"Action, Crime, Drama","Director:, Robert Mandel, | ,     Stars:, Tom Berenger, , Raymond Cruz, , William Forsythe, , Luis Guzmán",Shale's Mercenary team is retired after a (not so) covert mission in Cuba. He becomes a substitute teacher at his teacher fiancee's Miami high school to get those behind kneecapping her. His team helps him.,6.0,114 min,R,14658,"14,752,141"
Impact,tt1227637,2009,"Action, Adventure, Drama","Stars:, David James Elliott, , Natasha Henstridge, , Benjamin Sadler, , Florentine Lahme","A luminary crashes on the moon, causing to change its orbit and head straight toward Earth. With less than 40 days, scientists become in a desperate race to launch a lunar mission that will save both planets from mutual destruction",5.5,187 min,Not Rated,3433,
Breakout,tt16154506,II) (2023,"Action, Crime, Thriller","Director:, Brandon Slagle, | ,     Stars:, Louis Mandylor, , Kristos Andrews, , Brian Krause, , Tom Sizemore","Having taken control of a maximum security prison, a criminal mastermind faces off against a retired Black Ops agent who had been visiting his incarcerated son.",4.7,86 min,,666,
Ganglands,tt13278100,2021– ,"Action, Crime, Drama","Stars:, Tracy Gotoas, , Salim Kechiouche, , Sami Bouajila, , Aron Kto","Mehdi, a qualified robber, and Liana, an apprentice thief, get involved in a turf war between drug dealers, and have to collaborate in order to save their loved ones.",7.1,44 min,TV-MA,3997,
Season of the Witch,tt0479997,2011,"Action, Adventure, Fantasy","Director:, Dominic Sena, | ,     Stars:, Nicolas Cage, , Ron Perlman, , Claire Foy, , Stephen Campbell Moore","14th-century knights transport a suspected witch to a monastery, where monks deduce that her powers could be the source of the Black Plague.",5.4,95 min,PG-13,96131,"24,827,228"
Risen,tt3231054,2016,"Action, Drama, History","Director:, Kevin Reynolds, | ,     Stars:, Joseph Fiennes, , Tom Felton, , Peter Firth, , Cliff Curtis","In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead.",6.3,107 min,PG-13,29571,"36,874,745"
The Firm,tt1949012,2012,"Action, Crime, Drama","Stars:, Josh Lucas, , Callum Keith Rennie, , Molly Parker, , Juliette Lewis",Defense Attorney Mitch McDeere is targeted for execution by the Chicago Mob in retaliation for bringing down a profitable Mob-operated Memphis law firm ten years earlier.,7.0,60 min,TV-14,5782,
One Piece Film: Red,tt16183464,2022,"Animation, Action, Adventure","Director:, Gorô Taniguchi, | ,     Stars:, Mayumi Tanaka, , Kazuya Nakai, , Akemi Okamura, , Kappei Yamaguchi","For the first time ever, Uta - the most beloved singer in the world - will reveal herself to the world at a live concert. The voice that the whole world has been waiting for is about to resound.",6.6,115 min,PG-13,11279,"12,775,324"
The Empress Ki,tt3322566,2013–2014,"Action, Drama, Romance","Stars:, Ha Ji-Won, , Ji Chang-Wook, , Hye-Rin Han, , Jin Yi-Han",A Korea-born warrior girl had to be a servant at the Mongol Yuan court but somehow overcame her low status to become an empress in another land.,8.4,,,3108,
WWE Raw,tt0185103,1993– ,"Action, Sport","Stars:, Jerry Lawler, , Michael Coulthard, , Paul Levesque, , Mike Chioda","The superstars of World Wrestling Entertainment's ""RAW"" brand collide each and every week on WWE Monday Night.",7.7,60 min,TV-PG,9401,
USS Indianapolis: Men of Courage,tt2032572,2016,"Action, Drama, History","Director:, Mario Van Peebles, | ,     Stars:, Nicolas Cage, , Tom Sizemore, , Thomas Jane, , Matt Lanter","During World War II, an American navy ship is sunk by a Japanese submarine leaving 890 crewmen stranded in shark infested waters.",5.3,128 min,R,13666,
He-Man and the Masters of the Universe,tt0126158,1983–1985,"Animation, Action, Adventure","Stars:, John Erwin, , Alan Oppenheimer, , Linda Gary, , Lou Scheimer","The most powerful man in the universe, He-Man, goes against the evil forces of Skeletor to save the planet Eternia and to protect the secrets of Castle Grayskull.",7.5,30 min,TV-Y7,19203,
Broken City,tt1235522,2013,"Action, Crime, Drama","Director:, Allen Hughes, | ,     Stars:, Mark Wahlberg, , Russell Crowe, , Catherine Zeta-Jones, , Jeffrey Wright","In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed by its most powerful figure: Mayor Nicholas Hostetler.",6.1,109 min,R,82150,"19,701,164"
The Promise,tt4776998,II) (2016,"Action, Adventure, Drama","Director:, Terry George, | ,     Stars:, Oscar Isaac, , Charlotte Le Bon, , Christian Bale, , Daniel Giménez Cacho","Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",6.1,133 min,PG-13,177246,
The Golden Child,tt0091129,1986,"Action, Adventure, Comedy","Director:, Michael Ritchie, | ,     Stars:, Eddie Murphy, , J.L. Reate, , Charles Dance, , Charlotte Lewis",A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.,5.9,94 min,PG-13,57692,"79,817,937"
Red Tails,tt0485985,2012,"Action, Drama, History","Director:, Anthony Hemingway, | ,     Stars:, Cuba Gooding Jr., , Gerald McRaney, , David Oyelowo, , Andre Royo","A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.",5.9,125 min,PG-13,36347,"49,876,377"
Fast & Furious Spy Racers,tt8322592,2019–2021,"Animation, Action, Adventure","Stars:, Tyler Posey, , Charlet Takahashi Chung, , Jorge Diaz, , Luke Youngblood",A team of teenage street racers are hired to infiltrate a criminal gang.,5.9,23 min,TV-Y7-FV,1611,
Exodus,tt0053804,1960,"Action, Drama, War","Director:, Otto Preminger, | ,     Stars:, Paul Newman, , Eva Marie Saint, , Ralph Richardson, , Peter Lawford","The State of Israel is created in 1948, resulting in war with its Arab neighbors.",6.7,208 min,Approved,10462,"18,966,000"
Year of the Dragon,tt0090350,1985,"Action, Crime, Drama","Director:, Michael Cimino, | ,     Stars:, Mickey Rourke, , John Lone, , Ariane, , Leonard Termo",A police detective cracks down on organized crime in Chinatown after the murders of Triad and Mafia leaders.,6.8,134 min,R,16790,"18,700,000"
Blade of the 47 Ronin,tt12610794,2022,"Action, Drama, Fantasy","Director:, Ron Yuan, | ,     Stars:, Anna Akana, , Mark Dacascos, , Teresa Ting, , Mike Moh","Ancient Japanese Ronin warriors set 300 years after 47 Ronin, in a modern-day world where Samurai clans exist in complete secrecy.",4.8,107 min,R,1393,
The Takeover,tt18082758,I) (2022,"Action, Crime, Thriller","Director:, Annemarie van de Mond, | ,     Stars:, Holly Mae Brood, , Geza Weisz, , Frank Lammers, , Susan Radder","Framed for murder after uncovering a privacy scandal, an ethical hacker must evade the police while trying to track down the criminals blackmailing her.",5.3,87 min,TV-MA,4467,
Tribes of Europa,tt9184982,2021,"Action, Adventure, Drama","Stars:, Henriette Confurius, , Emilio Sakraya, , David Ali Rashed, , Melika Foroutan","2074. In the wake of a mysterious global disaster, war rages between the Tribes that have emerged from the wreckage of Europe. Three siblings from the peaceful Origine tribe are separated and forced to forge their own paths.",6.7,,TV-MA,13121,
Raatchasan,tt7060344,2018,"Action, Crime, Drama","Director:, Ram Kumar, | ,     Stars:, Vishnu Vishal, , Amala Paul, , Radha Ravi, , Sangili Murugan",A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,8.3,170 min,Not Rated,46996,
Metal Gear Solid V: The Phantom Pain,tt2370518,2015 Video Game,"Action, Adventure, Drama","Directors:, Hideo Kojima, , Junji Tago, | ,     Stars:, Kiefer Sutherland, , Robin Atkin Downes, , Troy Baker, , Stefanie Joosten","After awakening from a nine year coma, Big Boss forms a new mercenary group called, Diamond Dogs, and teams up with his former rival, Ocelot, to track down the men responsible for the destruction of MSF.",8.8,,M,8004,
Trollhunters: Tales of Arcadia,tt1734135,2016–2018,"Animation, Action, Adventure","Stars:, Charlie Saxton, , Lexi Medrano, , Anton Yelchin, , Kelsey Grammer","An ordinary boy finds a magic amulet that chooses him to be a Trollhunter, a guardian that defends the world of humans and the secret world of trolls.",8.4,23 min,TV-Y7,17902,
Faraaz,tt15175188,2022,"Action, Thriller","Director:, Hansal Mehta, | ,     Stars:, Jatin Sarin, , Anirban Adhikary, , Aamir Ali, , Aneeta","Based on the real-life terrorist attack that ravaged a Dhaka cafe, Faraaz is a tense hostage drama that unfolds over one claustrophobic night.",4.9,112 min,,1404,
Section 8,tt14950412,II) (2022,"Action, Thriller","Director:, Christian Sesma, | ,     Stars:, Ryan Kwanten, , Dolph Lundgren, , Dermot Mulroney, , Mickey Rourke","After avenging the murder of his family, a former soldier is sprung from prison and recruited by a shadowy government agency.",4.2,98 min,,1266,
Edge of Darkness,tt1226273,2010,"Action, Drama, Thriller","Director:, Martin Campbell, | ,     Stars:, Mel Gibson, , Ray Winstone, , Danny Huston, , Bojana Novakovic","As homicide detective Thomas Craven investigates the murder of his activist daughter, he uncovers a corporate cover-up and government conspiracy that attracts an agent tasked with cleaning up the evidence.",6.6,117 min,R,96501,"43,313,890"
Soldier,tt0120157,I) (1998,"Action, Drama, Sci-Fi","Director:, Paul W.S. Anderson, | ,     Stars:, Kurt Russell, , Jason Scott Lee, , Jason Isaacs, , Connie Nielsen","A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers.",6.0,99 min,R,58165,"14,567,883"
Whiskey Cavalier,tt7599942,2019,"Action, Adventure, Comedy","Stars:, Scott Foley, , Lauren Cohan, , Ana Ortiz, , Tyler James Williams","An FBI agent and his new partner, a CIA operative, embark on missions to save the world, but have to put up with each other first.",7.1,,TV-14,10092,
Waterloo,tt0066549,I) (1970,"Action, Biography, Drama","Director:, Sergey Bondarchuk, | ,     Stars:, Rod Steiger, , Christopher Plummer, , Orson Welles, , Jack Hawkins","Facing the decline of everything he has worked to obtain, conqueror Napoleon Bonaparte and his army confront the British at the Battle of Waterloo.",7.2,123 min,G,11186,"3,052,000"
Elden Ring,tt10562854,2022 Video Game,"Action, Adventure, Fantasy","Directors:, Hidetaka Miyazaki, , Yui Tanimura, | ,     Stars:, Martha Mackintosh, , Anthony Howell, , Con O'Neill, , Ramon Tikaram","In a dark fantasy world created by Hidetaka Miyazaki (Dark Souls) and George R. R. Martin (A Song of Ice and Fire), the player is a Tarnished who is called back to the Lands Between to restore the Elden Ring and become the Elden Lord.",9.4,,M,7321,
Rise of the Teenage Mutant Ninja Turtles,tt6601082,2018–2020,"Animation, Action, Adventure","Stars:, Ben Schwartz, , Brandon Mychal Smith, , Omar Benson Miller, , Josh Brener",Four mutant turtle brothers go on adventures where they end up tapping into mystic ninja powers.,5.6,22 min,TV-Y7-FV,5630,
Ghosts of Mars,tt0228333,2001,"Action, Horror, Sci-Fi","Director:, John Carpenter, | ,     Stars:, Natasha Henstridge, , Ice Cube, , Pam Grier, , Jason Statham","In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house.",4.9,98 min,R,56165,"8,434,601"
