Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Rocketman,tt2066051,I) (2019,"Biography, Drama, Music","Director:, Dexter Fletcher, | ,     Stars:, Taron Egerton, , Jamie Bell, , Richard Madden, , Bryce Dallas Howard",A musical fantasy about the fantastical human story of Elton John's breakthrough years.,7.3,121 min,R,182467,"96,368,160"
Ally McBeal,tt0118254,1997–2002,"Comedy, Drama, Fantasy","Stars:, Calista Flockhart, , Greg Germann, , Jane Krakowski, , Vonda Shepard",Follows the personal and professional life of lawyer Ally.,6.9,45 min,TV-PG,34902,
Forever My Girl,tt4103724,2018,"Comedy, Drama, Music","Director:, Bethany Ashton Wolf, | ,     Stars:, Alex Roe, , Jessica Rothe, , Abby Ryder Fortson, , Travis Tritt",After being gone for a decade a country star returns home to the love he left behind.,6.6,108 min,PG,19120,"16,376,066"
LazyTown,tt0396991,2002–2014,"Adventure, Comedy, Family","Stars:, Lorraine Parsloe, , Magnús Scheving, , Stefán Karl Stefánsson, , Julianna Rose Mauriello","In this Nick Jr. television show, a pink-haired girl named Stephanie moves to LazyTown with her uncle (the mayor of LazyTown), where she tries to teach its extremely lazy residents that physical activity is beneficial.",5.9,30 min,TV-Y,7824,
Happy Days,tt0070992,1974–1984,"Comedy, Family, Music","Stars:, Ron Howard, , Henry Winkler, , Marion Ross, , Tom Bosley",The Cunningham family live through the 1950s with help and guidance from lovable and almost superhuman greaser Fonzie.,7.4,30 min,TV-G,19933,
Pitch Perfect 3,tt4765284,2017,"Comedy, Music","Director:, Trish Sie, | ,     Stars:, Anna Kendrick, , Rebel Wilson, , Brittany Snow, , Anna Camp","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.",5.8,93 min,PG-13,67949,"104,897,530"
Coyote Ugly,tt0200550,2000,"Comedy, Drama, Music","Director:, David McNally, | ,     Stars:, Piper Perabo, , Adam Garcia, , John Goodman, , Maria Bello","Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.",5.7,100 min,PG-13,118010,"60,786,269"
Victorious,tt1604099,2010–2013,"Comedy, Drama, Family","Stars:, Victoria Justice, , Leon Thomas III, , Matt Bennett, , Elizabeth Gillies",Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,7.0,30 min,TV-G,27194,
Purple Hearts,tt4614584,2022,"Drama, Music, Romance","Director:, Elizabeth Allen Rosenbaum, | ,     Stars:, Sofia Carson, , Nicholas Galitzine, , Chosen Jacobs, , John Harlan Kim","In spite of their many differences, Cassie, a struggling singer-songwriter, and Luke, a troubled Marine, agree to marry solely for military benefits. But when tragedy strikes, the line between real and pretend begins to blur.",6.7,122 min,TV-14,42803,
The Blues Brothers,tt0080455,1980,"Action, Adventure, Comedy","Director:, John Landis, | ,     Stars:, John Belushi, , Dan Aykroyd, , Cab Calloway, , John Candy","Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",7.9,133 min,R,206011,"57,229,890"
9 Songs,tt0411705,2004,"Drama, Music, Romance","Director:, Michael Winterbottom, | ,     Stars:, Kieran O'Brien, , Margo Stilley, , Robert Levon Been, , Black Rebel Motorcycle Club","In London, intense sexual encounters take place between an American college student, named Lisa, and an English scientist, named Matt, between attending rock concerts.",4.7,71 min,Not Rated,23301,"49,835"
Wayne's World,tt0105793,1992,"Comedy, Music","Director:, Penelope Spheeris, | ,     Stars:, Mike Myers, , Dana Carvey, , Rob Lowe, , Tia Carrere",Two slacker friends try to promote their public-access cable show.,7.0,94 min,PG-13,163658,"121,697,350"
